episode,reward,avg_reward
1,266.1127731066876,266.1127731066876
2,32.407641297613345,149.26020720215047
3,1.3997532108480275,99.97338920504966
4,64.23100730305526,91.03779372955105
5,79.39341534685374,88.7089180530116
6,85.73744760071527,88.21367297762889
7,96.26284064264011,89.36355407263048
8,47.293427941707535,84.1047883062651
9,30.662970784207896,78.16680858159208
10,14.614925128711551,71.81162023630404
11,25.143487888919175,67.56906275017813
12,141.41054761161254,73.72251982196433
13,46.74251748899214,71.64713502712031
14,55.98619300421557,70.52849631119855
15,83.37106598752024,71.38466762295333
16,74.16710201821033,71.5585697726569
17,8.960143486674948,67.87630940289326
18,41.2352443197244,66.39625023160609
19,25.658546744514723,64.25216057439076
20,53.289649989877404,63.7040350451651
21,7.518925228216839,61.028553625310415
22,24.806727651400816,59.382106990132705
23,0.1051482536448699,56.80484791463323
24,82.21049342037139,57.86341647737233
25,11.482226196966542,56.008168866156105
26,3.0691758337206836,53.97205374952397
27,14.400361357116008,52.50643551276812
28,78.28901872119914,53.42724205592638
29,190.02818432901708,58.13761937568812
30,41.582820158125124,57.585792735102686
31,79.71816975904203,58.29974038103621
32,27.510533835434423,57.33757767648615
33,122.08676788070191,59.299674349341174
34,22.470738468438903,58.21647035284405
35,10.894848218011633,56.86442400613455
36,9.331584318739296,55.544067348151344
37,7.804342945366194,54.25380452645445
38,12.301211377775541,53.14978891727869
39,3.6988046353787674,51.881814961332545
40,39.06841297129738,51.56147991158166
41,5.790018486565732,50.44510280365444
42,0.5051482536448666,49.256056266749454
43,29.869725771264175,48.805211371505614
44,19.78844048285712,48.145739305854505
45,3.703235355518661,47.15812810695816
46,286.80535571157463,52.367850446188946
47,48.56063998766754,52.28684596834806
48,18.725838143884047,51.5876583053384
49,9.683620849869312,50.73247386747168
50,25.386252772177357,50.2255494455658
51,72.88808249426552,50.66991283867755
52,47.23623967248223,50.603880662404556
53,69.53373786929554,50.96104777951571
54,114.51542140093595,52.13798062435682
55,1.1999665971563052,51.21183491477136
56,20.13399407298559,50.656873471168055
57,9.43361532924423,49.93365841604658
58,28.813593527921032,49.56951936625131
59,31.574208890373143,49.264514103948294
60,3.697392069935553,48.50506207004808
61,7.9499682621457985,47.840224466639846
62,153.88254943112025,49.550584546712116
63,6.4236519346860925,48.86603006080694
64,24.881688208302048,48.49127471936154
65,19.639966996195028,48.047408446697446
66,69.93326477234868,48.37901233041943
67,17.033799386019012,47.91117333124927
68,53.77703113028112,47.99743594594092
69,110.1084112246373,48.89759500795101
70,121.98954320028696,49.94176569641295
71,3.8119610083292397,49.29205013742585
72,36.4227070086105,49.11330926063677
73,54.403235380614355,49.18577400200632
74,14.004772493165783,48.710355062697666
75,21.70227539328856,48.35024733377221
76,21.295377064596284,47.99426219865148
77,23.442565866552155,47.6754089995333
78,44.24580152089708,47.63143967288412
79,37.35486454097141,47.50135644336624
80,91.75175469793194,48.05448642154831
81,71.88617102990501,48.348704750046544
82,62.46592459334335,48.52086596764773
83,40.70321119525877,48.4266773559322
84,35.80041687584535,48.27636473116926
85,31.92488731579672,48.08399440863547
86,11.274335125220002,47.65597511464226
87,4.664230587407414,47.161817131570594
88,32.169821113114665,46.99145354045177
89,18.306686404185925,46.66915278611171
90,31.34083099583164,46.49883809955303
91,10.572132697008916,46.104039139085515
92,10.963719043340369,45.72207913804481
