train_improvements,validation_improvements
-4.173,-5.0
-0.1232,4.944444444444445
0.8388,4.944444444444445
1.421,4.944444444444445
1.67552,4.944444444444445
1.9980333333333333,4.944444444444445
2.290942857142857,4.888888888888889
2.476475,4.944444444444445
2.4867777777777778,4.888888888888889
2.65904,4.944444444444445
