episode,rewards_without_game_theory
0,58.6397838010933
1,0.9866142982269333
2,16.738887182594063
3,156.25450032287256
4,33.99693939787018
5,5.943874529525245
6,8.893613155647804
7,18.799472879628954
8,20.6589656363745
9,5.510848612670941
10,107.03478500447466
11,29.564709084351847
12,2.505127056352133
13,13.103602430692286
14,53.690659812475104
15,41.770499273475366
16,22.859421321106137
17,2.590109507373648
18,7.928857899682254
19,8.825643121429792
20,7.200055308374909
21,31.486611008962626
22,14.401381907324632
23,9.199158339320181
24,8.148819786486145
25,21.725272162647144
26,109.4515291748026
27,42.71665990970094
28,18.67887187034623
29,6.563938364595717
30,31.709510088673365
31,39.96817650632846
32,23.07707987874091
33,20.2106253103898
34,126.86004577572014
35,13.60346091330252
36,37.17989391329677
37,123.5616363097529
38,40.19102840589736
39,26.873738825790994
40,9.01596338067387
41,23.438303720668443
42,31.948486092124362
43,7.664673548516058
44,98.40734132367118
45,-0.9999999984834879
46,40.82253043640943
47,26.46329049219216
48,106.68450455036472
49,53.787477442852506
50,13.77478831084486
51,5.711972596092878
52,43.3793113568544
53,63.87031365690876
54,53.12168685753634
55,149.5158449752207
56,30.434498888560114
57,6.8237106967209025
58,15.036431702489091
59,12.820862381061954
60,9.826053299128771
61,155.56692591523856
62,12.09964929106502
63,11.534696792660865
64,69.75561447746794
65,23.6405371348895
66,19.05983385483282
67,19.155434273731835
68,10.190729900386414
69,34.335311643609934
70,103.93456769658688
71,20.09956112428539
72,103.6052682320841
73,25.05233902094331
74,11.238262974492496
75,28.44287670555192
76,28.65700328546941
77,6.272165208089673
78,46.84309765538924
79,104.39876230799277
80,5.074876192747268
81,105.839648180812
82,135.16881700001164
83,18.970711866589237
84,27.35896565283104
85,2.4980844447310746
86,58.68091595196945
87,7.84742262643155
88,60.347471679245956
89,14.5973453011796
90,110.42023334041714
91,106.8624822597023
92,27.1389375801408
93,26.850923874919804
94,28.937057739500098
95,3.3672654106996394
96,29.544231162973794
97,12.237793236852346
98,11.083842137906544
99,36.64776148515943
100,54.34534980635588
101,41.74921748054185
102,16.891282240356688
103,22.728218378473624
104,20.884441498033247
105,21.60148291002303
106,113.61568724384148
107,127.91691914630155
108,103.91825622409843
109,7.574353191443023
110,36.62036957633614
111,76.33852161375444
112,5.1999046794916906
113,77.93224927818977
114,14.598092367889981
115,13.161766448325006
116,12.467754701496325
117,14.009999316308864
118,24.233861420552124
119,37.2386464697185
120,14.19230309971893
121,27.39197228803922
122,39.662056590603115
123,48.810047018776814
124,60.37325756468191
125,15.304936182401047
126,7.5767866155630745
127,48.49500852858735
128,29.75035811046225
129,184.61781556940144
130,65.85159881023222
131,11.90448810164092
132,8.429349082522439
133,35.556683425535866
134,17.291834660893947
135,3.100203007331597
136,7.999752981655395
137,27.150309213844256
138,0.9957254539476634
139,30.921401038867618
140,137.1448990252219
141,42.30239561215688
142,159.6398593610207
143,56.56197716567859
144,12.396327333143432
145,122.95856999849059
146,7.610325611367205
147,2.4621171572599847
148,39.37680195552042
149,7.3280534965376845
150,186.01319629826395
151,7.257947364340331
152,24.61523204110401
153,16.72641079811053
154,78.17420012598365
155,127.85001801834882
156,13.566635273060507
157,2.6
158,45.70640776807447
159,8.813825341237832
160,35.87016538883184
161,31.408098623440534
162,1.3051482536448664
163,31.103085206540193
164,2.1999999999999997
165,31.75098345286055
166,5.069084955184528
167,3.325621736031582
168,151.90402921280676
169,2.2620837544163135
170,60.94929480476352
171,68.62727492710626
172,9.850844885555086
173,35.28202942740919
174,31.21523955710998
175,55.291932674621236
176,19.574525483812288
177,39.92186289734794
178,4.15977144176251
179,14.80229054336272
180,24.6873881802343
181,52.18758188128548
182,4.666740746544576
183,5.265645769325737
