step,critic_loss
238,0.634636640548706
239,0.9349246025085449
240,0.7736690044403076
241,0.7822598218917847
242,0.8425648808479309
243,0.8552530407905579
244,0.8349030017852783
245,0.7466311454772949
246,0.8858513832092285
247,0.651423454284668
248,0.548484206199646
249,0.8270171880722046
250,0.8037965893745422
251,0.8451941609382629
252,0.7418607473373413
253,1.0758693218231201
254,0.6920398473739624
255,0.7076267600059509
256,0.7997312545776367
257,1.0350004434585571
258,0.8070448637008667
259,0.9509339332580566
260,0.9311741590499878
261,0.6679584980010986
262,0.8211643695831299
263,0.7466602325439453
264,0.6518651247024536
265,0.6970579624176025
266,0.8637742400169373
267,0.947142481803894
268,0.7535893321037292
269,0.8232932090759277
270,0.9304102659225464
271,0.7238297462463379
272,0.8715863227844238
273,0.8909303545951843
274,0.7179839611053467
275,0.8684677481651306
276,0.8196011781692505
277,0.8639928102493286
278,0.8760381937026978
279,0.8104077577590942
280,0.8178174495697021
281,0.7454763650894165
282,0.7366205453872681
283,0.9137687683105469
284,0.8102423548698425
285,0.7126246690750122
286,0.9641929268836975
287,0.918959379196167
288,0.7605946063995361
289,0.6571353673934937
290,0.8340603113174438
291,0.7683348655700684
292,0.8538259863853455
293,0.9617165327072144
294,0.8564358949661255
295,0.9123631715774536
296,0.6216627359390259
297,0.8607009053230286
298,0.8299245834350586
299,0.9926366806030273
300,0.7398589849472046
301,1.2953681945800781
302,0.9406812191009521
303,0.8360120058059692
304,0.6430709362030029
305,0.8908125162124634
306,0.9727822542190552
307,0.78568035364151
308,1.0218671560287476
309,0.8087378740310669
310,0.9171167612075806
311,1.0567445755004883
312,0.7763028144836426
313,0.9942108392715454
314,0.8879281282424927
315,0.8831313848495483
316,1.0253572463989258
317,0.683685302734375
318,0.9346713423728943
319,1.017160415649414
320,1.0869240760803223
321,0.7470189929008484
322,1.0875167846679688
323,0.8834672570228577
324,1.2347133159637451
325,0.9487445950508118
326,0.7778596878051758
327,0.8776705861091614
328,0.760509729385376
329,0.9168429374694824
330,0.9897638559341431
331,1.1788358688354492
332,0.9815617799758911
333,1.191715955734253
334,0.9449540376663208
335,0.8513084650039673
336,1.195166826248169
337,0.8422691226005554
338,0.8597760200500488
339,1.1409881114959717
340,1.357354998588562
341,0.8596814870834351
342,0.9915186166763306
343,0.8550292253494263
344,0.9072812795639038
345,1.0011316537857056
346,0.8070695400238037
347,1.1258314847946167
348,1.4334959983825684
349,1.0649292469024658
350,0.8258519172668457
351,1.1850948333740234
352,1.2026283740997314
353,0.8538618087768555
354,1.0957882404327393
355,0.715045690536499
356,1.313612937927246
357,1.236331582069397
358,1.062598705291748
359,0.9743989109992981
360,1.3226609230041504
361,1.288273811340332
362,1.149911880493164
363,1.0056272745132446
364,0.8930572271347046
365,1.3106446266174316
366,1.1625279188156128
367,1.2319612503051758
368,0.9608567953109741
369,1.1572635173797607
370,0.8823835849761963
371,1.2460222244262695
372,1.127297043800354
373,1.2202832698822021
374,0.9792426228523254
375,0.7791875600814819
376,1.0373579263687134
377,1.0627217292785645
378,0.8079424500465393
379,1.0354424715042114
380,1.0535887479782104
381,1.0214459896087646
382,0.9989253282546997
383,1.0591764450073242
384,1.019466519355774
385,1.1893200874328613
386,1.0458498001098633
387,1.2233153581619263
388,0.8410981297492981
389,1.3297033309936523
390,1.1915901899337769
391,1.1854212284088135
392,1.268648386001587
393,1.2751855850219727
394,0.9991747736930847
395,1.3342100381851196
396,1.1382429599761963
397,1.716313123703003
398,1.0527153015136719
399,1.0603278875350952
400,0.8669224381446838
401,1.0983084440231323
402,1.013282060623169
403,0.7966252565383911
404,0.8730261921882629
405,1.1990914344787598
406,1.2194108963012695
407,1.486982822418213
408,1.1694796085357666
409,1.159307599067688
410,1.3812499046325684
411,0.9733089804649353
412,1.1685376167297363
413,1.1342930793762207
414,1.148193597793579
415,0.847241997718811
416,1.199073314666748
417,1.0685745477676392
418,1.1656737327575684
419,0.9862948060035706
420,1.3392478227615356
421,1.2942843437194824
422,1.3630716800689697
423,1.2925999164581299
424,1.1818891763687134
425,1.2223386764526367
426,1.1229465007781982
427,1.4752182960510254
428,0.8579163551330566
429,0.8308476209640503
430,1.043001413345337
431,1.2198371887207031
432,1.3670238256454468
433,1.1906079053878784
434,1.0240195989608765
435,1.1814647912979126
436,1.0603058338165283
437,1.17759370803833
438,1.2966054677963257
439,1.1491037607192993
440,1.8365979194641113
441,1.0704097747802734
442,1.267669916152954
443,1.4605739116668701
444,1.2165107727050781
445,1.5267670154571533
446,1.6532514095306396
447,1.5257374048233032
448,1.6772010326385498
449,1.0344624519348145
450,1.102074384689331
451,1.6127216815948486
452,1.370591640472412
453,1.058382511138916
454,1.1892452239990234
455,1.4067778587341309
456,1.1028074026107788
457,1.3925269842147827
458,1.7878258228302002
459,0.8731848001480103
460,1.1449368000030518
461,1.36751389503479
462,1.3082690238952637
463,1.3930277824401855
464,1.5948426723480225
465,1.5467662811279297
466,1.3726387023925781
467,1.2682116031646729
468,1.3259871006011963
469,1.8498446941375732
470,1.3598589897155762
471,1.2069836854934692
472,2.014787197113037
473,1.4819616079330444
474,1.2056939601898193
475,1.31418776512146
476,1.830134391784668
477,1.2205578088760376
478,1.3298382759094238
479,1.1284080743789673
480,1.2871826887130737
481,1.2452582120895386
482,1.8082997798919678
483,1.6050701141357422
484,1.0127716064453125
485,1.0784807205200195
486,1.0803942680358887
487,1.1986873149871826
488,1.281142234802246
489,1.3431164026260376
490,1.1049895286560059
491,1.6683688163757324
492,1.429006814956665
493,0.8919157385826111
494,1.4117710590362549
495,1.110266923904419
496,1.0473427772521973
497,1.310711145401001
498,1.0974907875061035
499,1.9194121360778809
500,1.2523967027664185
501,1.235372543334961
502,1.2145583629608154
503,1.8390069007873535
504,1.9399324655532837
505,1.5910770893096924
506,1.9147995710372925
507,1.3931541442871094
508,1.3305974006652832
509,1.4416453838348389
510,2.122518539428711
511,1.5377085208892822
512,1.6850361824035645
513,1.5666263103485107
514,1.6591482162475586
515,1.6213314533233643
516,1.1910454034805298
517,1.8629200458526611
518,1.2628382444381714
519,0.9554171562194824
520,1.4225833415985107
521,1.0124378204345703
522,1.5961880683898926
523,1.9041121006011963
524,1.3779176473617554
525,1.272289514541626
526,1.3626424074172974
527,1.5378798246383667
528,1.9553160667419434
529,1.3750526905059814
530,1.6066031455993652
531,1.2109451293945312
532,1.1344717741012573
533,1.8069026470184326
534,2.1001832485198975
535,1.6602487564086914
536,1.643892765045166
537,1.5855804681777954
538,1.4192742109298706
539,2.020772933959961
540,1.574423909187317
541,1.4845188856124878
542,1.8894070386886597
543,1.6153838634490967
544,1.4530476331710815
545,1.3455966711044312
546,2.3889975547790527
547,2.002047300338745
548,1.58103346824646
549,1.8596980571746826
550,1.9230482578277588
551,1.536832571029663
552,1.8661829233169556
553,2.6113948822021484
554,2.088221549987793
555,1.4265575408935547
556,1.581965446472168
557,1.9360504150390625
558,1.7278211116790771
559,1.8436936140060425
560,1.5522141456604004
561,1.9055891036987305
562,1.9365932941436768
563,1.4508624076843262
564,1.871979832649231
565,1.2927032709121704
566,1.3626325130462646
567,1.1212682723999023
568,1.697427749633789
569,1.4344420433044434
570,1.799002766609192
571,1.9105820655822754
572,1.3098071813583374
573,1.5129380226135254
574,1.7946629524230957
575,1.562342643737793
576,2.023366928100586
577,1.5856907367706299
578,1.6697221994400024
579,1.432420015335083
580,1.551577091217041
581,1.269535779953003
582,1.5679023265838623
583,1.4570224285125732
584,1.4357352256774902
585,1.4395660161972046
586,1.2477803230285645
587,1.4748636484146118
588,1.3701908588409424
589,3.064052104949951
590,1.9033222198486328
591,2.4097561836242676
592,1.624476432800293
593,1.8154852390289307
594,1.7737088203430176
595,2.07607102394104
596,1.412967324256897
597,1.2563556432724
598,2.103485584259033
599,1.4888451099395752
600,2.083573341369629
601,1.261447548866272
602,2.11680269241333
603,1.144983172416687
604,1.5177547931671143
605,2.2385668754577637
606,1.8193130493164062
607,1.2951390743255615
608,1.4518897533416748
609,0.9127604961395264
610,2.2529048919677734
611,2.087129831314087
612,1.6085364818572998
613,1.6673247814178467
614,1.5296378135681152
615,1.4902708530426025
616,1.4669651985168457
617,1.9329643249511719
618,1.6962997913360596
619,1.2569820880889893
620,2.213338851928711
621,1.5523637533187866
622,2.2323741912841797
623,1.5189573764801025
624,1.9488682746887207
625,2.5812172889709473
626,2.697535753250122
627,1.8158038854599
628,2.0013670921325684
629,1.6024575233459473
630,2.998368978500366
631,3.170757293701172
632,2.153437376022339
633,1.952923059463501
634,1.9353082180023193
635,2.032808780670166
636,1.2813042402267456
637,2.075793743133545
638,1.7641723155975342
639,2.0002193450927734
640,2.1621718406677246
641,1.318166732788086
642,0.9416861534118652
643,1.3546741008758545
644,2.372218370437622
645,1.7693217992782593
646,1.3319742679595947
647,2.053278684616089
648,1.747806429862976
649,1.7574450969696045
650,1.7286912202835083
651,1.7334811687469482
652,2.6042227745056152
653,1.755115270614624
654,1.992260217666626
655,2.935214042663574
656,1.7917580604553223
657,1.8058500289916992
658,2.2499399185180664
659,0.9088004231452942
660,2.32974910736084
661,1.4433531761169434
662,1.9624812602996826
663,1.3888931274414062
664,2.0576725006103516
665,1.937429428100586
666,2.35604190826416
667,1.6349446773529053
668,1.9301131963729858
669,1.2125574350357056
670,2.349471092224121
671,2.082956552505493
672,0.9127143621444702
673,1.0453602075576782
674,1.3558588027954102
675,1.9522864818572998
676,1.5617619752883911
677,1.4603583812713623
678,2.331667423248291
679,1.5485014915466309
680,2.1341238021850586
681,2.444897413253784
682,1.5326111316680908
683,1.9058678150177002
684,1.8238407373428345
685,2.4604077339172363
686,1.547247290611267
687,1.7620667219161987
688,1.8648327589035034
689,2.0623393058776855
690,2.4044222831726074
691,1.3509635925292969
692,1.7500178813934326
693,2.357492446899414
694,2.0053277015686035
695,2.4897069931030273
696,2.355076789855957
697,2.278164863586426
698,1.5182774066925049
699,1.3394721746444702
700,1.8173472881317139
701,1.6506054401397705
702,2.539365768432617
703,2.8152122497558594
704,1.6953544616699219
705,1.6155858039855957
706,2.85537052154541
707,1.497842788696289
708,1.5766866207122803
709,1.8499575853347778
710,1.9983692169189453
711,2.0265445709228516
712,2.404942512512207
713,2.155252456665039
714,2.007711887359619
715,1.7161891460418701
716,2.433076858520508
717,3.3441431522369385
718,1.9890248775482178
719,1.763513207435608
720,2.643134593963623
721,1.3144747018814087
722,1.477914810180664
723,1.9851977825164795
724,2.7042908668518066
725,1.9664738178253174
726,2.2641406059265137
727,1.8155910968780518
728,2.175051689147949
729,1.3336129188537598
730,1.8740928173065186
731,2.3995509147644043
732,2.956892967224121
733,2.6189608573913574
734,2.7059476375579834
735,1.1989614963531494
736,2.053704261779785
737,1.5781832933425903
738,2.6733856201171875
739,2.060537815093994
740,2.0111916065216064
741,1.48203444480896
742,1.6178274154663086
743,2.5392558574676514
744,1.7335641384124756
745,2.5553669929504395
746,2.01455020904541
747,1.6685653924942017
748,2.2535414695739746
749,1.2945917844772339
750,1.9173023700714111
751,2.594845771789551
752,2.0605101585388184
753,1.4429066181182861
754,1.7901294231414795
755,1.193016529083252
756,1.4580461978912354
757,2.8951315879821777
758,1.6148523092269897
759,2.3736071586608887
760,2.077488899230957
761,1.448023796081543
762,2.217468738555908
763,2.318368911743164
764,1.6429316997528076
765,1.3764725923538208
766,2.6721935272216797
767,1.5320369005203247
768,2.1282875537872314
769,1.7478464841842651
770,2.5586304664611816
771,1.6330196857452393
772,1.6844992637634277
773,2.462494373321533
774,2.3316049575805664
775,1.7092065811157227
776,2.0159406661987305
777,1.687138557434082
778,1.9109790325164795
779,1.5037236213684082
780,2.186288356781006
781,2.496756076812744
782,2.4545741081237793
783,1.3783669471740723
784,2.5959153175354004
785,1.7190728187561035
786,2.3261072635650635
787,2.548692226409912
788,2.5207695960998535
789,2.4935269355773926
790,3.032193899154663
791,1.8255000114440918
792,1.9505412578582764
793,3.147806167602539
794,3.3785133361816406
795,2.945068597793579
796,3.2310569286346436
797,2.7510251998901367
798,3.004053831100464
799,1.2560150623321533
800,2.1724319458007812
801,2.9009485244750977
802,1.6929233074188232
803,2.3667728900909424
804,2.357316017150879
805,2.964536666870117
806,1.7322897911071777
807,2.572680950164795
808,2.403442144393921
809,1.688368797302246
810,2.393329620361328
811,1.5682997703552246
812,1.6584895849227905
813,2.5268406867980957
814,1.9880095720291138
815,2.6392574310302734
816,1.8799488544464111
817,1.2129689455032349
818,2.2349066734313965
819,3.791958808898926
820,2.068887710571289
821,1.5279572010040283
822,2.532931327819824
823,2.730936050415039
824,2.5949087142944336
825,2.01579213142395
826,1.845597505569458
827,1.8068523406982422
828,2.2282421588897705
829,1.6016051769256592
830,1.840057611465454
831,2.4405462741851807
832,4.430923938751221
833,1.8612356185913086
834,2.8782176971435547
835,2.140303134918213
836,2.754289150238037
837,3.9305596351623535
838,1.7967631816864014
839,1.7170891761779785
840,1.0646166801452637
841,1.607610821723938
842,1.752723217010498
843,3.050765037536621
844,3.3359713554382324
845,1.9294357299804688
846,3.1105029582977295
847,1.6617130041122437
848,1.9963451623916626
849,2.29472279548645
850,1.6491713523864746
851,2.326268434524536
852,2.125007152557373
853,3.0794520378112793
854,1.9515738487243652
855,3.7539305686950684
856,2.5597259998321533
857,2.8269286155700684
858,1.6596806049346924
859,2.94564151763916
860,4.968306541442871
861,2.022545337677002
862,3.096750259399414
863,3.0109200477600098
864,1.4412424564361572
865,2.1760268211364746
866,1.5729689598083496
867,1.9194035530090332
868,1.6609200239181519
869,1.2001011371612549
870,3.485301971435547
871,2.873276710510254
872,2.256216049194336
873,2.4608919620513916
874,4.55787992477417
875,2.723437547683716
876,3.168344020843506
877,1.664307713508606
878,3.0362062454223633
879,2.918672800064087
880,2.613218069076538
881,2.380901336669922
882,1.8220558166503906
883,1.2085272073745728
884,1.6351267099380493
885,3.5688536167144775
886,2.7330269813537598
887,2.205301284790039
888,2.107856273651123
889,2.0123348236083984
890,2.801394462585449
891,1.6737217903137207
892,1.5658364295959473
893,2.135023355484009
894,3.477903366088867
895,1.6704353094100952
896,2.5054497718811035
897,2.1684937477111816
898,2.1883018016815186
899,2.600065231323242
900,2.8222193717956543
901,2.4173521995544434
902,2.0218818187713623
903,2.819636344909668
904,2.7306647300720215
905,2.369278907775879
906,2.9549009799957275
907,2.085422992706299
908,3.2185821533203125
909,2.9410150051116943
910,2.640378952026367
911,3.9475460052490234
912,2.0684657096862793
913,1.8965716361999512
914,1.5869781970977783
915,3.8465614318847656
916,3.5509707927703857
917,3.3213858604431152
918,1.8319637775421143
919,2.6171212196350098
920,2.1075682640075684
921,1.6657278537750244
922,3.76815128326416
923,3.1186025142669678
924,2.2233188152313232
925,1.81423020362854
926,3.8867685794830322
927,2.9312567710876465
928,2.3570494651794434
929,3.816603899002075
930,4.133990287780762
931,2.831556558609009
932,2.265622138977051
933,2.352957248687744
934,2.8841328620910645
935,2.3578341007232666
936,3.829192638397217
937,3.3867030143737793
938,2.056121349334717
939,1.6115913391113281
940,2.0409889221191406
941,4.345579624176025
942,2.155242443084717
943,1.2734549045562744
944,3.000394344329834
945,4.097790241241455
946,3.4944064617156982
947,6.141940116882324
948,3.296018123626709
949,1.3107969760894775
950,3.3146352767944336
951,1.8546390533447266
952,1.670182228088379
953,2.695537805557251
954,2.9395720958709717
955,3.085387945175171
956,2.3582544326782227
957,2.8806490898132324
958,2.2741236686706543
959,1.2098137140274048
960,2.8903257846832275
961,2.101331949234009
962,3.5314931869506836
963,2.5515201091766357
964,4.957683563232422
965,3.541025161743164
966,1.5519264936447144
967,2.6386494636535645
968,2.4159421920776367
969,1.8832142353057861
970,1.6346392631530762
971,1.9273293018341064
972,2.3513879776000977
973,3.2164230346679688
974,1.5241749286651611
975,1.8388488292694092
976,1.2589111328125
977,4.377199172973633
978,0.8513800501823425
979,1.352397084236145
980,2.3942160606384277
981,5.479335784912109
982,2.432013511657715
983,1.9631400108337402
984,2.5836851596832275
985,2.534024238586426
986,1.887221097946167
987,4.196277618408203
988,3.213867664337158
989,5.8615617752075195
990,3.144217014312744
991,3.7096314430236816
992,1.3766744136810303
993,3.9084181785583496
994,3.4167473316192627
995,4.272746562957764
996,3.044495105743408
997,3.1018190383911133
998,2.9800634384155273
999,0.9068012833595276
1000,1.6653839349746704
1001,1.9121513366699219
1002,3.12392520904541
1003,2.3062334060668945
1004,1.5536558628082275
1005,3.031416654586792
1006,2.668367385864258
1007,2.8114490509033203
1008,4.0301408767700195
1009,2.531482696533203
1010,3.0027782917022705
1011,1.0110505819320679
1012,1.6868844032287598
1013,3.5506789684295654
1014,3.6805615425109863
1015,4.666916847229004
1016,3.2617762088775635
1017,5.256494045257568
1018,2.229984760284424
1019,2.8343911170959473
1020,3.219546318054199
1021,2.3493502140045166
1022,4.299201965332031
1023,1.6375439167022705
1024,1.0553321838378906
1025,2.2206225395202637
1026,5.993804931640625
1027,3.2941629886627197
1028,1.839977741241455
1029,3.1845364570617676
1030,2.9465038776397705
1031,3.113917827606201
1032,4.101789474487305
1033,4.108869552612305
1034,3.040235996246338
1035,4.8328094482421875
1036,3.648258686065674
1037,5.716540336608887
1038,1.8698933124542236
1039,3.4352707862854004
1040,1.8391306400299072
1041,1.6808786392211914
1042,1.6337168216705322
1043,3.2301876544952393
1044,4.211200714111328
1045,2.3786263465881348
1046,3.950657606124878
1047,1.7216918468475342
1048,3.21785831451416
1049,2.270134925842285
1050,2.541489601135254
1051,3.2649950981140137
1052,2.8357677459716797
1053,3.3601131439208984
1054,2.3712618350982666
1055,3.788393974304199
1056,2.320125102996826
1057,3.136636734008789
1058,2.6105360984802246
1059,4.329334735870361
1060,1.8146207332611084
1061,2.5024056434631348
1062,2.8824195861816406
1063,6.311115741729736
1064,4.56057071685791
1065,2.42495059967041
1066,2.627150058746338
1067,2.440114974975586
1068,3.0491695404052734
1069,2.6753828525543213
1070,4.367977142333984
1071,2.926630973815918
1072,2.550255298614502
1073,4.056929111480713
1074,4.0822248458862305
1075,2.5751404762268066
1076,3.3857970237731934
1077,4.569699287414551
1078,4.026688575744629
1079,3.798692226409912
1080,3.3945837020874023
1081,3.056251287460327
1082,4.881814956665039
1083,3.80947208404541
1084,1.8999590873718262
1085,3.158515453338623
1086,3.9847054481506348
1087,5.697140216827393
1088,2.5133557319641113
1089,4.1426591873168945
1090,3.5738565921783447
1091,2.6160178184509277
1092,3.3794851303100586
1093,4.051553726196289
1094,2.6607108116149902
1095,6.242997169494629
1096,1.97800612449646
1097,3.0070433616638184
1098,2.3679256439208984
1099,4.864805221557617
1100,2.612227439880371
1101,4.149203300476074
1102,2.5776002407073975
1103,5.078408241271973
1104,2.62838077545166
1105,2.915231943130493
1106,3.8225464820861816
1107,1.133544921875
1108,3.644379138946533
1109,3.2380120754241943
1110,2.8702635765075684
1111,4.812726020812988
1112,5.992034435272217
1113,4.387378692626953
1114,4.422651290893555
1115,5.713399887084961
1116,3.257448196411133
1117,3.2082626819610596
1118,1.5316956043243408
1119,4.577447414398193
1120,1.4221229553222656
1121,3.051492691040039
1122,3.3406906127929688
1123,3.4873428344726562
1124,5.285724639892578
1125,6.425370693206787
1126,6.039711952209473
1127,6.205252647399902
1128,3.287506580352783
1129,3.2491822242736816
1130,2.7998578548431396
1131,3.6374523639678955
1132,4.146824836730957
1133,3.433464527130127
1134,3.3795480728149414
1135,2.711219310760498
1136,5.237936973571777
1137,2.6403098106384277
1138,5.900181770324707
1139,3.3995003700256348
1140,2.747403144836426
1141,4.227024078369141
1142,2.8786416053771973
1143,4.597085475921631
1144,5.080260753631592
1145,2.7900562286376953
1146,5.777165412902832
1147,2.088390827178955
1148,1.7462952136993408
1149,3.7425243854522705
1150,3.8292629718780518
1151,4.56887149810791
1152,4.096440315246582
1153,2.212766647338867
1154,5.288119316101074
1155,3.8651368618011475
1156,3.9426980018615723
1157,2.369131088256836
1158,2.7279887199401855
1159,6.588582515716553
1160,1.0345492362976074
1161,2.2347559928894043
1162,4.773849010467529
1163,5.6122965812683105
1164,2.820844888687134
1165,2.691807746887207
1166,2.529085159301758
1167,4.599580764770508
1168,0.8415915966033936
1169,2.058753728866577
1170,2.5556695461273193
1171,5.270078659057617
1172,1.7891137599945068
1173,3.8595213890075684
1174,2.202849864959717
1175,3.6421360969543457
1176,5.736211776733398
1177,4.386610984802246
1178,4.932156562805176
1179,2.9352550506591797
1180,5.498952865600586
1181,2.471409320831299
1182,3.40457820892334
1183,2.8447506427764893
1184,3.6678481101989746
1185,3.7302122116088867
1186,5.4556498527526855
1187,4.59948205947876
1188,4.645769119262695
1189,5.366898536682129
1190,2.8582496643066406
1191,3.8705997467041016
1192,4.833245277404785
1193,2.1087145805358887
1194,3.7550621032714844
1195,5.0326972007751465
1196,0.9138978719711304
1197,5.567488193511963
1198,2.6749277114868164
1199,3.8411672115325928
1200,4.716545104980469
1201,2.173560857772827
1202,4.652009010314941
1203,2.932229518890381
1204,2.9827914237976074
1205,1.897256851196289
1206,2.630262851715088
1207,3.199509620666504
1208,3.0580930709838867
1209,2.0896239280700684
1210,3.699890613555908
1211,3.101388454437256
1212,3.627397298812866
1213,5.1492695808410645
1214,2.19476056098938
1215,5.319304466247559
1216,6.027578830718994
1217,1.2926149368286133
1218,1.126495599746704
1219,5.858912467956543
1220,3.880565643310547
1221,3.8769726753234863
1222,5.999811172485352
1223,3.007406711578369
1224,3.004277229309082
1225,4.880157470703125
1226,3.1195836067199707
1227,3.1242494583129883
1228,6.019593238830566
1229,3.199568748474121
1230,2.487682342529297
1231,5.970973968505859
1232,2.8685202598571777
1233,4.826329231262207
1234,2.980158805847168
1235,3.6327669620513916
1236,5.864360809326172
1237,4.811814308166504
1238,4.983610153198242
1239,2.326784610748291
1240,4.442534923553467
1241,5.020891189575195
1242,1.6220840215682983
1243,6.616943359375
1244,4.310266971588135
1245,3.8199222087860107
1246,4.69656229019165
1247,5.303679943084717
1248,2.9488632678985596
1249,3.7995846271514893
1250,2.8416638374328613
1251,6.008686065673828
1252,6.216935157775879
1253,6.757534027099609
1254,5.791808128356934
1255,3.062771797180176
1256,2.014805793762207
1257,4.71742057800293
1258,5.388863563537598
1259,6.343428134918213
1260,5.203612804412842
1261,4.3211750984191895
1262,2.492372512817383
1263,3.2732620239257812
1264,3.6069343090057373
1265,4.192568778991699
1266,2.365257501602173
1267,4.03007698059082
1268,7.342392921447754
1269,4.2933030128479
1270,4.659817695617676
1271,3.075934410095215
1272,5.586045742034912
1273,6.1493706703186035
1274,4.326379299163818
1275,5.356112003326416
1276,5.870921611785889
1277,2.948547840118408
1278,5.856698989868164
1279,4.68533182144165
1280,4.078909873962402
1281,3.7125022411346436
1282,8.169037818908691
1283,5.092126369476318
1284,3.351576805114746
