step,actor_loss
126,-2.4894466400146484
127,-2.493706226348877
128,-2.6069164276123047
129,-2.4587628841400146
130,-2.5409979820251465
131,-2.54229474067688
132,-2.619102954864502
133,-2.6433420181274414
134,-2.526947498321533
135,-2.525799512863159
136,-2.601850748062134
137,-2.4838690757751465
138,-2.5969088077545166
139,-2.546130418777466
140,-2.5553596019744873
141,-2.5868828296661377
142,-2.6173605918884277
143,-2.6771514415740967
144,-2.6313986778259277
145,-2.5455522537231445
146,-2.6651675701141357
147,-2.4871137142181396
148,-2.6915011405944824
149,-2.497509479522705
150,-2.4920544624328613
151,-2.588836669921875
152,-2.5746240615844727
153,-2.6329596042633057
154,-2.6907150745391846
155,-2.6548633575439453
156,-2.468174934387207
157,-2.6036176681518555
158,-2.6110455989837646
159,-2.6951539516448975
160,-2.6404905319213867
161,-2.645772933959961
162,-2.65478777885437
163,-2.673374652862549
164,-2.6827151775360107
165,-2.6989476680755615
166,-2.711329221725464
167,-2.7354581356048584
168,-2.602137565612793
169,-2.6768910884857178
170,-2.775270462036133
171,-2.8921377658843994
172,-2.7619361877441406
173,-2.6826560497283936
174,-2.784109115600586
175,-2.830432415008545
176,-2.755099296569824
177,-2.7618062496185303
178,-2.7210445404052734
179,-2.824904441833496
180,-2.608452320098877
181,-2.713024139404297
182,-2.8430962562561035
183,-2.7866153717041016
184,-2.7619190216064453
185,-2.727696418762207
186,-2.87862229347229
187,-2.8124449253082275
188,-2.8035850524902344
189,-2.8184163570404053
190,-2.8524134159088135
191,-2.782381057739258
192,-2.934077024459839
193,-2.9279181957244873
194,-2.8890206813812256
195,-3.0056490898132324
196,-2.996225357055664
197,-2.7533669471740723
198,-2.8709256649017334
199,-2.7836461067199707
200,-3.005441188812256
201,-2.657104969024658
202,-2.7270002365112305
203,-2.8720145225524902
204,-2.8786826133728027
205,-2.7947311401367188
206,-2.9903972148895264
207,-2.951169490814209
208,-3.0663392543792725
209,-2.918200969696045
210,-2.9606218338012695
211,-2.9163520336151123
212,-2.8881778717041016
213,-2.9535858631134033
214,-2.8341777324676514
215,-2.907468557357788
216,-2.8731203079223633
217,-2.919328451156616
218,-3.16025710105896
219,-3.0732476711273193
220,-2.942270517349243
221,-2.978072166442871
222,-2.937939405441284
223,-3.026750326156616
224,-2.8623275756835938
225,-3.114473581314087
226,-3.1174702644348145
227,-3.1604340076446533
228,-3.2101876735687256
229,-3.117751121520996
230,-3.0783612728118896
231,-3.134920358657837
232,-2.9328458309173584
233,-3.098381519317627
234,-3.077160358428955
235,-3.0762405395507812
236,-3.090071678161621
237,-3.060368776321411
238,-3.1265525817871094
239,-3.0709354877471924
240,-3.102299690246582
241,-3.047203302383423
242,-2.991219997406006
243,-3.1595191955566406
244,-3.0330662727355957
245,-2.9699904918670654
246,-3.1665782928466797
247,-3.083256721496582
248,-3.167236328125
249,-3.1523027420043945
250,-3.2706031799316406
251,-3.151381731033325
252,-3.3597300052642822
253,-3.0227160453796387
254,-3.204535961151123
255,-3.2673730850219727
256,-3.223371982574463
257,-3.3250536918640137
258,-3.354952812194824
259,-3.1895201206207275
260,-3.1855697631835938
261,-3.265408754348755
262,-3.209629535675049
263,-3.3255016803741455
264,-3.2633910179138184
265,-3.206914186477661
266,-3.153554677963257
267,-3.179238796234131
268,-3.363145112991333
269,-3.319499969482422
270,-3.2448461055755615
271,-3.290541410446167
272,-3.260420322418213
273,-3.412752866744995
274,-3.350597381591797
275,-3.3130040168762207
276,-3.2291646003723145
277,-3.4326319694519043
278,-3.437483310699463
279,-3.3149776458740234
280,-3.3243205547332764
281,-3.4506936073303223
282,-3.3071646690368652
283,-3.3405873775482178
284,-3.3391709327697754
285,-3.4388747215270996
286,-3.408564805984497
287,-3.622868776321411
288,-3.537505865097046
289,-3.41059947013855
290,-3.5250606536865234
291,-3.5288333892822266
292,-3.3935420513153076
293,-3.4641804695129395
294,-3.4459009170532227
295,-3.310762643814087
296,-3.528517723083496
297,-3.365895986557007
298,-3.432650089263916
299,-3.413738965988159
300,-3.5063374042510986
301,-3.5087931156158447
302,-3.497755765914917
303,-3.4659423828125
304,-3.4085378646850586
305,-3.5307974815368652
306,-3.5424976348876953
307,-3.4918270111083984
308,-3.5527710914611816
309,-3.531099319458008
310,-3.5485591888427734
311,-3.6031219959259033
312,-3.555638313293457
313,-3.5752530097961426
314,-3.519411087036133
315,-3.718294143676758
316,-3.5342905521392822
317,-3.5465943813323975
318,-3.6520609855651855
319,-3.5569844245910645
320,-3.6284096240997314
321,-3.552870035171509
322,-3.576476573944092
323,-3.6406211853027344
324,-3.568556785583496
325,-3.4722774028778076
326,-3.4331865310668945
327,-3.613957166671753
328,-3.5660312175750732
329,-3.6275267601013184
330,-3.81801700592041
331,-3.6553661823272705
332,-3.535590410232544
333,-3.7946419715881348
334,-3.600925922393799
335,-3.689953327178955
336,-3.728529214859009
337,-3.877199411392212
338,-3.7536227703094482
339,-3.763484001159668
340,-3.846790313720703
341,-3.803208827972412
342,-3.8388473987579346
343,-3.700399160385132
344,-3.7641210556030273
345,-3.7485437393188477
346,-3.810983896255493
347,-3.665644407272339
348,-3.6114039421081543
349,-3.8003885746002197
350,-3.884092092514038
351,-3.7870395183563232
352,-3.732819080352783
353,-3.633925437927246
354,-3.8456194400787354
355,-3.6834471225738525
356,-3.7890613079071045
357,-3.851504325866699
358,-3.9234914779663086
359,-3.8468716144561768
360,-3.8537418842315674
361,-3.818392753601074
362,-3.8381524085998535
363,-3.7532622814178467
364,-3.9180707931518555
365,-3.9252769947052
366,-3.8328614234924316
367,-3.8109867572784424
368,-4.030226230621338
369,-3.8791582584381104
370,-4.004161357879639
371,-3.9849956035614014
372,-4.0072526931762695
373,-4.0509352684021
374,-4.014437198638916
375,-3.912275791168213
376,-3.9721322059631348
377,-4.146948337554932
378,-3.9405617713928223
379,-4.043581485748291
380,-3.939148426055908
381,-3.9379773139953613
382,-3.9794342517852783
383,-4.040102481842041
384,-3.924398183822632
385,-3.9626834392547607
386,-4.036167621612549
387,-3.9371485710144043
388,-3.9413156509399414
389,-3.982851028442383
390,-3.9861526489257812
391,-4.122479438781738
392,-4.005794525146484
393,-3.9098784923553467
394,-3.978278160095215
395,-4.006122589111328
396,-3.9892795085906982
397,-4.035172939300537
398,-4.076180934906006
399,-4.006926536560059
400,-4.043835163116455
401,-4.096782207489014
402,-4.128535747528076
403,-4.3143768310546875
404,-4.224158763885498
405,-4.207512378692627
406,-4.107155799865723
407,-4.244811534881592
408,-4.292825698852539
409,-4.197011470794678
410,-4.170365333557129
411,-4.262604713439941
412,-4.022550582885742
413,-4.1532769203186035
414,-4.0907135009765625
415,-4.111570358276367
416,-4.083061218261719
417,-4.03756856918335
418,-4.222140312194824
419,-4.2108635902404785
420,-4.187891960144043
421,-4.13894510269165
422,-4.258001327514648
423,-4.183045864105225
424,-4.298407077789307
425,-4.2649383544921875
426,-4.200304985046387
427,-4.229065895080566
428,-4.348173141479492
429,-4.324748516082764
430,-4.353849411010742
431,-4.360424041748047
432,-4.368627071380615
433,-4.3833794593811035
434,-4.295454502105713
435,-4.177377223968506
436,-4.236423015594482
437,-4.460025787353516
438,-4.350417137145996
439,-4.301486492156982
440,-4.374082565307617
441,-4.383615970611572
442,-4.374026775360107
443,-4.224175453186035
444,-4.394383907318115
445,-4.222668170928955
446,-4.412777900695801
447,-4.169360160827637
448,-4.2738542556762695
449,-4.336376190185547
450,-4.316707134246826
451,-4.266373157501221
452,-4.225308895111084
453,-4.348509788513184
454,-4.413453102111816
455,-4.246557235717773
456,-4.4314703941345215
457,-4.523181915283203
458,-4.323797702789307
459,-4.453641891479492
460,-4.475006103515625
461,-4.451841831207275
462,-4.472131252288818
463,-4.5148820877075195
464,-4.518610954284668
465,-4.544986248016357
466,-4.459451198577881
467,-4.490345478057861
468,-4.488823413848877
469,-4.547126770019531
470,-4.464115142822266
471,-4.495627403259277
472,-4.551846027374268
473,-4.406425952911377
474,-4.5265350341796875
475,-4.468314170837402
476,-4.455536842346191
477,-4.428640365600586
478,-4.603923797607422
479,-4.479164123535156
480,-4.500970363616943
481,-4.56843376159668
482,-4.540548801422119
483,-4.653820991516113
484,-4.688683032989502
485,-4.614686965942383
486,-4.637611389160156
487,-4.554412364959717
488,-4.61167049407959
489,-4.797896385192871
490,-4.823701858520508
491,-4.791733741760254
492,-4.787461757659912
493,-4.617867946624756
494,-4.587724208831787
495,-4.673195838928223
496,-4.706176280975342
497,-4.802797317504883
498,-4.802428722381592
499,-4.732100963592529
500,-4.720585346221924
501,-4.720387935638428
502,-4.852972030639648
503,-4.760073661804199
504,-4.81630277633667
505,-4.682523250579834
506,-4.783117771148682
507,-4.833780288696289
508,-4.693115711212158
509,-4.729599475860596
510,-4.838015556335449
511,-4.726332664489746
512,-4.716203689575195
513,-4.787275314331055
514,-4.68203067779541
515,-4.769565582275391
516,-4.786958694458008
517,-4.752580165863037
518,-4.838354110717773
519,-4.867280960083008
520,-4.955393314361572
521,-4.878087997436523
522,-4.799273490905762
523,-4.97615385055542
524,-5.048952102661133
525,-4.998910903930664
526,-4.926095962524414
527,-4.84421443939209
528,-4.793208599090576
529,-4.784868240356445
530,-4.707267761230469
531,-4.729355335235596
532,-4.64670467376709
533,-4.790803909301758
534,-4.892916679382324
535,-5.014172077178955
536,-4.992578506469727
537,-5.016077995300293
538,-5.013315677642822
539,-4.875565052032471
540,-4.8739333152771
541,-4.938687324523926
542,-5.089406490325928
543,-5.035344123840332
544,-5.070984840393066
545,-5.017782211303711
546,-5.0225958824157715
547,-5.067474842071533
548,-4.971201419830322
549,-5.123600006103516
550,-4.976591110229492
551,-5.094764709472656
552,-4.9896111488342285
553,-4.964787006378174
554,-5.007782936096191
555,-5.035886764526367
556,-5.034111022949219
557,-4.906518936157227
558,-5.020163536071777
559,-5.053194522857666
560,-5.174464225769043
561,-4.9995951652526855
562,-5.118960857391357
563,-5.062289714813232
564,-5.180360317230225
565,-5.125443458557129
566,-5.096635818481445
567,-5.236734390258789
568,-5.015408992767334
569,-5.24841833114624
570,-5.214616298675537
571,-5.130758285522461
572,-5.205582141876221
573,-5.206549644470215
574,-5.261690616607666
575,-5.2012481689453125
576,-5.328367710113525
577,-5.178134918212891
578,-5.304337024688721
579,-5.202297687530518
580,-5.230132102966309
581,-5.334921836853027
582,-5.379022121429443
583,-5.255417823791504
584,-5.330812454223633
585,-5.45427131652832
586,-5.339632034301758
587,-5.478305339813232
588,-5.429326057434082
589,-5.3785905838012695
590,-5.406010627746582
591,-5.304161548614502
592,-5.313602447509766
593,-5.180050849914551
594,-5.188259124755859
595,-5.152763366699219
596,-5.291347980499268
597,-5.276558876037598
598,-5.3707685470581055
599,-5.461933135986328
600,-5.434411525726318
601,-5.338855743408203
602,-5.414126873016357
603,-5.5105085372924805
604,-5.512068748474121
605,-5.409638404846191
606,-5.379263401031494
607,-5.418698787689209
608,-5.390476226806641
609,-5.398172855377197
610,-5.3652729988098145
611,-5.3545379638671875
612,-5.389002323150635
613,-5.469892978668213
614,-5.5167927742004395
615,-5.453257083892822
616,-5.572320461273193
617,-5.5167646408081055
618,-5.485262393951416
619,-5.393342018127441
620,-5.479039669036865
621,-5.506990432739258
622,-5.51915979385376
623,-5.513328552246094
624,-5.605624675750732
625,-5.431623458862305
626,-5.54631233215332
627,-5.445801258087158
628,-5.475786209106445
629,-5.521302223205566
630,-5.5185322761535645
631,-5.520689010620117
632,-5.477919578552246
633,-5.476432800292969
634,-5.422255516052246
635,-5.453606128692627
636,-5.548027038574219
637,-5.5227460861206055
638,-5.639957427978516
639,-5.657842636108398
640,-5.526083946228027
641,-5.716120719909668
642,-5.680600643157959
643,-5.810959815979004
644,-5.691588401794434
645,-5.773021221160889
646,-5.712734222412109
647,-5.717660903930664
648,-5.675057888031006
649,-5.608235836029053
650,-5.65837287902832
651,-5.648782730102539
652,-5.717895030975342
653,-5.6832380294799805
654,-5.571202754974365
655,-5.679440498352051
656,-5.677002906799316
657,-5.705924034118652
658,-5.664482593536377
659,-5.763850212097168
660,-5.73298978805542
661,-5.664299964904785
662,-5.820372104644775
663,-5.743873596191406
664,-5.865567207336426
665,-5.819729804992676
666,-5.838086128234863
667,-5.70404052734375
668,-5.81076192855835
669,-5.717297077178955
670,-5.845520496368408
671,-5.798246383666992
672,-5.775434494018555
673,-5.915117263793945
674,-5.696357250213623
675,-5.869821071624756
676,-5.961964130401611
677,-5.8101067543029785
678,-5.916678428649902
679,-5.978146076202393
680,-5.875279426574707
681,-5.964709281921387
682,-5.8315324783325195
683,-6.015982151031494
684,-5.833877086639404
685,-5.838189125061035
686,-5.800612449645996
687,-5.993016719818115
688,-5.853416442871094
689,-5.784768581390381
690,-5.906497001647949
691,-5.978586673736572
692,-5.828098297119141
693,-5.823396682739258
694,-6.0635786056518555
695,-5.947584629058838
696,-5.996985912322998
697,-5.879305362701416
698,-5.89605712890625
699,-5.816859722137451
700,-5.956042766571045
701,-5.946869850158691
702,-6.0156941413879395
703,-5.998970031738281
704,-6.032905578613281
705,-6.076078414916992
706,-6.095374584197998
707,-6.11772346496582
708,-6.053359508514404
709,-6.131316184997559
710,-6.212275505065918
711,-6.275345802307129
712,-6.207854747772217
713,-6.038894176483154
714,-6.179492950439453
715,-6.096482276916504
716,-6.091843128204346
717,-6.127678871154785
718,-6.171623706817627
719,-5.946901321411133
720,-6.02315616607666
721,-5.9704766273498535
722,-6.207845211029053
723,-6.208585739135742
724,-6.289555549621582
725,-6.250105381011963
726,-6.2193732261657715
727,-6.272068977355957
728,-6.215755462646484
729,-6.368190765380859
730,-6.196002006530762
731,-6.072481155395508
732,-6.1454596519470215
733,-6.078531742095947
734,-6.175045013427734
735,-6.275343418121338
736,-6.10607385635376
737,-6.1314873695373535
738,-6.118293285369873
739,-6.170039653778076
740,-6.212305068969727
741,-6.137727737426758
742,-6.433004856109619
743,-6.289936542510986
744,-6.453141212463379
745,-6.3984456062316895
746,-6.356367111206055
747,-6.424813270568848
748,-6.425507068634033
749,-6.193981170654297
750,-6.377048492431641
751,-6.281997203826904
752,-6.332252502441406
753,-6.354121208190918
754,-6.546522617340088
755,-6.412924289703369
756,-6.396412372589111
757,-6.458111763000488
758,-6.461068153381348
759,-6.432193756103516
760,-6.462944984436035
761,-6.409206390380859
762,-6.2653093338012695
763,-6.496223449707031
764,-6.5023193359375
765,-6.446022987365723
766,-6.5316877365112305
767,-6.61012601852417
768,-6.471494674682617
769,-6.416921615600586
770,-6.4660258293151855
771,-6.55911922454834
772,-6.497085094451904
773,-6.593380928039551
774,-6.307027816772461
775,-6.605904579162598
776,-6.478095531463623
777,-6.4793009757995605
778,-6.487020492553711
779,-6.315254211425781
780,-6.604386329650879
781,-6.576935291290283
782,-6.653521537780762
783,-6.639575958251953
784,-6.597110748291016
785,-6.650084018707275
786,-6.494143962860107
787,-6.493105888366699
788,-6.550501346588135
789,-6.4764509201049805
790,-6.504794597625732
791,-6.436913967132568
792,-6.52051305770874
793,-6.466403007507324
794,-6.6090850830078125
795,-6.700699329376221
796,-6.481180667877197
797,-6.612338542938232
798,-6.6234636306762695
799,-6.554708003997803
800,-6.662820816040039
801,-6.773819923400879
802,-6.669896125793457
803,-6.6590423583984375
804,-6.761545181274414
805,-6.808183193206787
806,-6.6935505867004395
807,-6.747689247131348
808,-6.80423641204834
809,-6.76679801940918
810,-6.797971248626709
811,-6.786588668823242
812,-6.715299606323242
813,-6.766400337219238
814,-6.761132717132568
815,-6.814289569854736
816,-6.876475811004639
817,-6.835348129272461
818,-6.774610996246338
819,-6.773414134979248
820,-6.739839553833008
821,-6.758333683013916
822,-6.863350868225098
823,-6.725260257720947
824,-6.835705280303955
825,-6.826322555541992
826,-6.894006252288818
827,-6.844393253326416
828,-6.883947849273682
829,-6.992573261260986
830,-7.00529146194458
831,-6.883420467376709
832,-7.035739898681641
833,-6.853301048278809
834,-6.952475547790527
835,-6.940573692321777
836,-6.932741641998291
837,-6.87092924118042
838,-6.649004936218262
839,-6.8893561363220215
840,-6.910156726837158
841,-6.958247184753418
842,-6.986207962036133
843,-6.993828773498535
844,-7.021198272705078
845,-7.073934555053711
846,-7.030420303344727
847,-7.000422954559326
848,-7.014951705932617
849,-7.137565612792969
850,-7.0414934158325195
851,-7.062175750732422
852,-6.939103603363037
853,-7.026463508605957
854,-7.066259860992432
855,-7.042830467224121
856,-7.083255290985107
857,-6.960252285003662
858,-6.966954231262207
859,-7.030064582824707
860,-6.968479156494141
861,-7.017411708831787
862,-6.954474449157715
863,-6.915065765380859
864,-7.073834419250488
865,-6.972426414489746
866,-7.084353446960449
867,-7.086121082305908
868,-7.158506870269775
869,-7.273039817810059
870,-7.2307281494140625
871,-7.25139856338501
872,-7.236907958984375
873,-7.2421956062316895
874,-7.325516700744629
875,-7.120826244354248
876,-7.053689956665039
877,-7.11373233795166
878,-7.005786895751953
879,-7.008604526519775
880,-7.01490592956543
881,-7.010157108306885
882,-7.098287582397461
883,-7.00334358215332
884,-7.217615604400635
885,-7.181087970733643
886,-7.175266742706299
887,-7.187283515930176
888,-7.282040596008301
889,-7.198596954345703
890,-7.2960615158081055
891,-7.142501354217529
892,-7.24233341217041
893,-7.308211326599121
894,-7.42319393157959
895,-7.305264472961426
896,-7.445522308349609
897,-7.379382610321045
898,-7.3496904373168945
899,-7.306745529174805
900,-7.424186706542969
901,-7.317653179168701
902,-7.247739791870117
903,-7.114154815673828
904,-7.276309967041016
905,-7.244924545288086
906,-7.248739242553711
907,-7.257559776306152
908,-7.4435577392578125
909,-7.410416603088379
910,-7.490290641784668
911,-7.361599922180176
912,-7.390990734100342
913,-7.323915958404541
914,-7.378252029418945
915,-7.488286972045898
916,-7.392114162445068
917,-7.482046604156494
918,-7.480263710021973
919,-7.508349895477295
920,-7.484560966491699
921,-7.514422416687012
922,-7.486649990081787
923,-7.585816383361816
924,-7.505869388580322
925,-7.483806610107422
926,-7.621748924255371
927,-7.431742191314697
928,-7.540194511413574
929,-7.508610248565674
930,-7.427969932556152
931,-7.23335599899292
932,-7.308788776397705
933,-7.328357696533203
934,-7.52085542678833
935,-7.413185119628906
936,-7.495524883270264
937,-7.528736591339111
938,-7.674748420715332
939,-7.648947238922119
940,-7.776610851287842
941,-7.732966423034668
942,-7.600970268249512
943,-7.732988357543945
944,-7.597179889678955
945,-7.5073394775390625
946,-7.576008319854736
947,-7.513143539428711
948,-7.401471138000488
949,-7.437714576721191
950,-7.405871391296387
951,-7.44745397567749
952,-7.556223392486572
953,-7.611530303955078
954,-7.502432346343994
955,-7.639981746673584
956,-7.697178363800049
957,-7.7674455642700195
958,-7.821763515472412
959,-7.843352794647217
960,-7.832355499267578
961,-7.93791389465332
962,-7.779982089996338
963,-7.868593215942383
964,-7.7306694984436035
965,-7.706026077270508
966,-7.594571113586426
967,-7.570247173309326
968,-7.579851150512695
969,-7.624022006988525
970,-7.663439750671387
971,-7.545746326446533
972,-7.703468322753906
973,-7.78050422668457
974,-7.678221225738525
975,-7.726198196411133
976,-7.927560806274414
977,-7.9464945793151855
978,-7.986728191375732
979,-8.11254596710205
980,-8.054319381713867
981,-8.034978866577148
982,-8.009526252746582
983,-7.952638626098633
984,-7.9316534996032715
985,-7.76476526260376
986,-7.688774108886719
987,-7.794282913208008
988,-7.770295143127441
989,-7.83272647857666
990,-7.763796329498291
991,-7.852780342102051
992,-7.773564338684082
993,-7.855831146240234
994,-7.902581214904785
995,-7.824995994567871
996,-7.9369707107543945
997,-7.961113929748535
998,-8.019978523254395
999,-7.978559494018555
1000,-8.11735725402832
1001,-8.05076789855957
1002,-7.992182731628418
1003,-8.241121292114258
1004,-8.18091869354248
1005,-8.24417495727539
1006,-8.253949165344238
1007,-8.140630722045898
1008,-8.109414100646973
1009,-8.065780639648438
1010,-8.039463996887207
1011,-7.945690155029297
1012,-8.023077011108398
1013,-7.97537899017334
1014,-7.948280334472656
1015,-8.04161262512207
1016,-8.034621238708496
1017,-8.04656982421875
1018,-8.025195121765137
1019,-8.183536529541016
1020,-8.02778148651123
1021,-7.98079252243042
1022,-8.13698673248291
1023,-7.912026405334473
1024,-8.04753589630127
1025,-8.193887710571289
1026,-8.086209297180176
1027,-8.123526573181152
1028,-8.168362617492676
1029,-8.129303932189941
1030,-8.015815734863281
1031,-7.997439861297607
1032,-8.17430305480957
1033,-8.038350105285645
1034,-8.057689666748047
1035,-8.086606979370117
1036,-8.046789169311523
1037,-8.184813499450684
1038,-8.05360221862793
1039,-8.287471771240234
1040,-8.237712860107422
1041,-8.2422513961792
1042,-8.317601203918457
1043,-8.437902450561523
1044,-8.203282356262207
1045,-8.297316551208496
1046,-8.184915542602539
1047,-8.297253608703613
1048,-8.27790355682373
1049,-8.277925491333008
1050,-8.309226036071777
1051,-8.195480346679688
1052,-8.32669448852539
1053,-8.327899932861328
1054,-8.314188003540039
1055,-8.357804298400879
1056,-8.432523727416992
1057,-8.514917373657227
1058,-8.391206741333008
1059,-8.502740859985352
1060,-8.464641571044922
1061,-8.437398910522461
1062,-8.46745491027832
1063,-8.40715217590332
1064,-8.39766788482666
1065,-8.310799598693848
1066,-8.428932189941406
1067,-8.29013442993164
1068,-8.442346572875977
1069,-8.354726791381836
1070,-8.461612701416016
1071,-8.383665084838867
1072,-8.323619842529297
1073,-8.474181175231934
1074,-8.451208114624023
1075,-8.434748649597168
1076,-8.37529468536377
1077,-8.421568870544434
1078,-8.377392768859863
1079,-8.353992462158203
1080,-8.452394485473633
1081,-8.402724266052246
1082,-8.508732795715332
1083,-8.398321151733398
1084,-8.540813446044922
1085,-8.485294342041016
1086,-8.528427124023438
1087,-8.491596221923828
1088,-8.600793838500977
1089,-8.475349426269531
1090,-8.578722953796387
1091,-8.54339599609375
1092,-8.590958595275879
1093,-8.38805866241455
1094,-8.42296028137207
1095,-8.51984977722168
1096,-8.354092597961426
1097,-8.529296875
1098,-8.636091232299805
1099,-8.466466903686523
1100,-8.604841232299805
1101,-8.396940231323242
1102,-8.57833194732666
1103,-8.562232971191406
1104,-8.559883117675781
1105,-8.713048934936523
1106,-8.5847749710083
1107,-8.677762031555176
1108,-8.689494132995605
1109,-8.76385498046875
1110,-8.766380310058594
1111,-8.733389854431152
1112,-8.505195617675781
1113,-8.752882957458496
1114,-8.621909141540527
1115,-8.63871955871582
1116,-8.551989555358887
1117,-8.423699378967285
1118,-8.547115325927734
1119,-8.670148849487305
1120,-8.682825088500977
1121,-8.733783721923828
1122,-8.835254669189453
1123,-8.860095977783203
1124,-8.867100715637207
1125,-8.77196979522705
1126,-8.698983192443848
1127,-8.661725997924805
1128,-8.605491638183594
1129,-8.72671127319336
1130,-8.495315551757812
1131,-8.601184844970703
1132,-8.495884895324707
1133,-8.526808738708496
1134,-8.753226280212402
1135,-8.830865859985352
1136,-8.874717712402344
1137,-8.835306167602539
1138,-9.028547286987305
1139,-9.065431594848633
1140,-8.867076873779297
1141,-8.95797061920166
1142,-9.01824951171875
1143,-8.838388442993164
1144,-8.889130592346191
1145,-8.79652214050293
1146,-8.906539916992188
1147,-8.907991409301758
1148,-8.867680549621582
1149,-8.914518356323242
1150,-8.910594940185547
1151,-8.97690486907959
1152,-9.05064868927002
1153,-9.006869316101074
1154,-8.963417053222656
1155,-8.937694549560547
1156,-8.912141799926758
1157,-8.802124977111816
1158,-8.942649841308594
1159,-8.832984924316406
1160,-8.928519248962402
1161,-8.951805114746094
1162,-8.972290992736816
1163,-9.084955215454102
1164,-9.041796684265137
1165,-9.066459655761719
1166,-9.124505043029785
1167,-9.091628074645996
1168,-9.17027759552002
1169,-9.017329216003418
1170,-9.137386322021484
1171,-8.9479398727417
1172,-9.045116424560547
1173,-9.108419418334961
1174,-9.025640487670898
1175,-9.155036926269531
1176,-9.217668533325195
1177,-9.092435836791992
1178,-9.039390563964844
1179,-9.060239791870117
1180,-8.990148544311523
1181,-9.055134773254395
1182,-9.004861831665039
1183,-9.139701843261719
1184,-9.129785537719727
1185,-9.22491455078125
1186,-9.175822257995605
1187,-9.123095512390137
1188,-8.977076530456543
1189,-9.161055564880371
1190,-9.093295097351074
1191,-9.26797866821289
1192,-9.16630744934082
1193,-9.085735321044922
1194,-9.20602035522461
1195,-9.281797409057617
1196,-9.311426162719727
1197,-9.252033233642578
1198,-9.26164722442627
1199,-9.23961353302002
1200,-9.176389694213867
1201,-9.263252258300781
1202,-9.288463592529297
1203,-9.234830856323242
1204,-9.352185249328613
1205,-9.20089054107666
1206,-9.326427459716797
1207,-9.482403755187988
1208,-9.467382431030273
1209,-9.377710342407227
1210,-9.341506004333496
1211,-9.290854454040527
1212,-9.471946716308594
1213,-9.46493148803711
1214,-9.397310256958008
1215,-9.454964637756348
1216,-9.317375183105469
1217,-9.157760620117188
1218,-9.436227798461914
1219,-9.21374225616455
1220,-9.399593353271484
1221,-9.383101463317871
1222,-9.359485626220703
1223,-9.272442817687988
1224,-9.356929779052734
