episode,smoothed_reward
122,27.71184772288562
123,27.086159981897822
124,35.34812048986481
125,36.777532809575895
126,36.9632734518772
127,39.23508613161486
128,38.07451306845097
129,35.246964892073535
130,36.26494769669387
131,37.394137489440425
132,37.036189675532526
133,41.74318299446543
134,42.15382276562535
135,41.067311022687484
136,37.22863328785958
137,41.96047206179179
138,43.14607541300103
139,38.30323535725723
140,43.0640953993024
141,43.61911090953521
142,42.47034882437827
143,44.217920354393165
144,44.45420720611755
145,36.17626453091932
146,40.70191744561229
147,43.086498594793596
148,43.18606840229116
149,44.69674050266098
150,46.33003302818671
151,46.19818337745505
152,47.032457888407464
153,47.72412982168535
154,46.6924512916224
155,54.915972979700264
156,53.24940246772661
157,56.683583727801285
158,54.249060626948776
159,54.41403053771592
160,54.1274226283177
161,49.71584117505356
162,62.29916166229738
163,61.998354327891796
164,60.88352342871882
165,63.74558196021604
166,65.79424922822257
167,60.79780972370792
168,60.01878132022411
169,57.719068235772944
170,56.6676367450413
171,55.689409996033994
172,54.147583398396804
173,55.423194458539086
174,56.306580100650805
175,55.08280273767792
176,50.7869293433617
177,51.48670699748751
178,49.906906026445455
179,49.48111045533405
180,48.134045800820516
181,53.318695270493684
182,56.987373032850655
183,43.41912433305328
184,47.47161519046193
185,49.36739765429958
186,49.04929246152445
187,47.82924264441971
188,48.52255478454987
189,48.315358486317415
190,55.54559279088099
191,57.17346355726337
192,58.27115034923655
193,61.67774640291656
194,65.86306973898063
195,64.73775301021804
196,64.35570610735665
197,60.20469646151553
198,60.753923162107654
199,58.542155450098996
200,57.3756411604798
201,61.176892280291476
202,56.87608663209953
203,54.84904994305506
204,56.04083364872146
205,54.104304611574065
206,51.901145191276804
207,55.10701159825336
208,59.03151474143043
209,57.47576107797783
210,60.620771697497425
211,57.29425388684804
212,55.22071682907687
213,53.702349975494045
214,51.32281951841442
215,43.87689954072203
216,46.126257303437036
217,49.07623973086157
218,50.65369093599123
219,49.75448164826585
220,52.29602544407827
221,52.25643739906584
222,51.02395646149886
223,50.19747415666035
224,50.82808562539702
225,50.50552710677437
226,48.93308822136493
227,49.368335177548566
228,62.969934735892345
229,63.86773611094149
230,63.753857259666596
231,61.692627016959534
232,61.44742055233022
233,73.1682694178752
234,72.19153833636194
235,70.60224226858473
236,79.65136863896699
237,80.09332821596823
238,75.77545728231955
239,74.16327803997899
240,74.01981333472105
241,75.41277622731783
242,76.38001643339256
243,82.45946267584202
244,89.46557849280279
245,87.70821036175558
246,86.79176805354686
247,95.52003396704478
248,96.4840088812787
249,77.37202460232781
250,73.33990592452781
251,74.88921854698458
252,73.65439671221075
253,72.22081798642269
254,67.60383541793779
255,70.26412751650108
256,75.19797886752511
257,72.54522915545456
258,71.60475823445229
259,73.21894871145744
260,73.36523156913005
261,75.66889243044754
262,77.40728899708414
263,83.46090199286365
264,76.22198797802096
265,72.24254069894903
266,71.31735391453495
267,71.48261856276329
268,64.78823735662432
269,63.94641057774666
270,64.02485689777853
271,61.99221700515397
272,61.37828963886217
273,60.66157728292267
274,61.85660352837846
275,56.072798333400684
276,53.488696125868394
277,52.79908325042929
278,47.305045216845556
279,46.203102864334014
280,46.34917850990293
281,47.77759281201895
282,51.633323859177416
283,48.25870189392471
284,48.30484846287635
285,46.79544005051919
286,43.56559330264887
287,45.780528034287684
288,45.656551856674795
289,43.88718239781771
290,44.14567062181181
291,43.5227850678578
292,45.987073992278816
293,44.81319860214118
294,45.35016899011941
295,44.216073625572875
296,44.97152039634213
297,46.22728738427913
298,42.32498401016457
299,42.02015139737973
300,43.71512828211245
301,52.08430254741453
302,55.918050242057134
303,50.42467484040268
304,50.69196652303177
305,42.40775190545015
306,46.01540997001129
307,46.730140645500164
308,44.41771517043388
309,45.923781433542494
310,45.10741110342536
311,45.00676875388805
312,45.60491000826422
313,46.53254784947426
314,48.068057471197854
315,47.1843966309888
316,45.41756332183768
317,46.01792702126264
318,44.87635092022778
319,47.84755633661948
320,51.84914192110136
321,56.445948971778016
322,47.27535482277311
323,43.46825260098281
324,42.94486073840619
325,43.84869610998534
326,49.845819229753246
327,48.23503358500151
328,47.46144867205501
329,48.55162390903134
330,49.239595242579924
331,49.73278843203461
332,50.763029408105325
333,52.541709321029884
334,62.696822993277706
335,61.926068813451764
336,61.13870858572678
337,65.33706544923074
338,65.74242123511405
339,68.62498501906504
340,69.8682973952946
341,69.08753525693957
342,61.57205189739904
343,61.01657368247503
344,60.95825366123759
345,60.834848247744674
346,59.92289750669025
347,54.200016402815805
348,55.76101248088937
349,56.89674063181164
350,57.47882348754197
351,63.779758026453976
352,63.43574801801107
353,62.26691159144527
354,62.64025024625045
355,53.96784537393166
356,53.989027434268706
357,55.09944325661522
358,51.93001828631485
359,49.221845109805294
360,46.48032954242403
361,46.50461375683136
362,44.96465888472296
363,49.69397427175729
364,49.62734161562749
365,48.06402639748789
366,54.052180424951494
367,52.06343712588184
368,56.9936346617707
369,56.42091419737918
370,55.69195022768124
371,54.641749831625035
372,46.013444577964904
373,46.91683726197925
374,53.069762574125605
375,50.3150875928049
376,46.955759511537515
377,47.31937595275179
378,46.20303174912713
379,46.11817471987127
380,46.32763701393379
381,51.92126312003528
382,49.11848847169792
383,46.21288337372646
384,41.313616929051065
385,44.21345998866576
386,45.50476407456286
387,40.923741394079954
388,43.21420947933953
389,38.809184364642185
390,42.938650127259265
391,42.85267140243223
392,47.23726290785038
393,52.31834317165627
394,51.85209874209247
395,47.336538389954384
396,47.409770906275334
397,50.30476207532014
398,55.4308374715152
399,55.674861164561044
400,57.055765064466264
401,56.655793353723766
402,50.628929986070965
403,53.194141153362956
404,57.82989854964377
405,57.92833009267108
406,58.535950769350514
407,60.375468695388214
408,62.5146038285148
409,62.75136711345327
410,68.7616889038435
411,65.25188631822289
412,64.88348181420655
413,59.848464733378556
414,55.53952616741948
415,57.118800569302
416,59.97785247595793
417,62.41255055974047
418,58.433866522090405
419,55.38636307255301
420,64.54582296615308
421,62.68591070731829
422,77.92388845966356
423,84.00021704332231
424,85.05100112671668
425,82.0671681226493
426,82.26669714680995
427,77.99347856849498
428,75.50290872150259
429,86.42660371796475
430,89.67191032473212
431,84.4069063545827
432,85.95216583401054
433,85.90266438452556
434,86.8069211189189
435,86.95515436449473
436,85.00090116634667
437,82.41934777071208
438,82.08803899931353
439,81.5712433961174
440,83.04409320373699
441,79.44271113064869
442,78.8030442117283
443,66.29162627214333
444,63.69752721882893
445,59.68150958223429
446,62.692057892171306
447,63.82767469171017
448,66.05684545588483
449,66.17386905934345
450,52.82906014435538
451,47.85333361791929
452,51.31780340289368
453,54.11385812329007
454,61.126118985990345
455,60.4200333187447
456,59.63000181070474
457,65.79347582664451
458,65.12037122597386
459,66.37876943904853
460,71.58388713953157
461,71.45820003022178
462,65.74451588227392
463,69.83542170451518
464,67.28617804601492
465,65.26901241085145
466,64.66698989233525
467,60.13104918647778
468,60.677755708594866
469,61.892535163708466
470,60.92088249343355
471,61.579657593082956
472,60.48968057688654
473,55.51029495064997
474,48.23952632736278
475,42.98404859337684
476,48.54536447494737
477,48.484645666127406
478,42.2508415960671
479,40.090615743058166
480,37.83911232984825
481,35.3456479804716
482,31.446446653464914
483,33.37520097296834
484,28.944379115594238
485,33.7737219138589
486,35.37350383991103
487,38.01140898324213
488,39.3706275652397
489,44.17224582946807
490,41.52054528705791
491,43.06978988642257
492,42.83713594560193
493,46.564276726239164
494,48.44495119715067
495,47.274897413870846
496,46.870873932508644
497,45.23783865565587
498,47.39339308935722
499,48.35733920952019
500,53.29177099735242
501,60.17914414608065
502,62.42706764550233
503,65.09129613871681
504,63.949362147950126
505,71.13991766468057
506,65.88975607998103
507,62.9026637693088
508,62.74426910134186
509,62.90343322559457
510,56.16937696084797
511,55.67463239482778
512,56.946164094112774
513,55.33894050292823
514,51.86738811305689
515,50.64256916425918
516,51.64483916776346
517,55.32152006300797
518,54.592627326253805
519,55.10966447433959
520,53.930950828803674
521,51.23069672970664
522,52.98139201072527
523,49.44877171656382
524,52.77577172838687
525,54.09652616645878
526,46.89462663770122
527,46.875980945097886
528,48.14511161525353
529,45.877331074973824
530,45.05285048999185
531,46.00676771102064
532,59.42623418896181
533,59.91644935734784
534,64.06653751270616
535,64.43474626912717
536,65.52534399425964
537,64.98504197182547
538,60.89213579248223
539,60.65335619159938
540,58.95066682682721
541,61.30805272214409
542,61.98998772484013
543,54.121226166538726
544,57.71809783153935
545,51.79699853686171
546,52.776089710114114
547,54.709234460967664
548,57.250418785069975
549,58.42400382744751
550,57.43699375494246
551,56.56894117492158
552,57.76816735587805
553,43.99547689529812
554,43.23542291916634
555,42.3806255706088
556,41.69559008905246
557,41.2934307299039
558,41.9165654805889
559,42.23417885254244
560,40.18354364052963
561,46.78926599057637
562,44.98362262035123
563,42.11889403824794
564,45.40863467951083
565,40.236504371376945
566,44.47208095741085
567,41.54965560229006
568,43.32300347508051
569,41.788312936273215
570,39.0789307154331
571,41.48051794046559
572,44.8817261841866
573,42.6047819056049
574,44.46328485834334
575,48.927497221075264
576,46.095562973478
577,47.455129500083046
578,47.25895520959688
579,46.45961069332379
580,46.114970067241764
581,46.87565504818325
582,43.052089589092574
583,45.11613757770743
584,45.24678439682942
585,44.708166589637294
586,49.369514048002245
587,47.50194005022847
588,48.98450157797526
589,47.652795664745746
590,46.86290369776354
591,47.53096868222475
592,45.50963409463858
593,53.396968620994606
594,56.62744067650068
595,57.260205167140306
596,55.020459716945844
597,55.11979457812944
598,56.566580431723345
599,60.87555475291513
600,61.11521137277245
601,60.278015400442534
602,60.46164946578597
603,59.24647580143681
604,56.79881301486588
605,57.458004156431606
606,56.11915952260018
607,59.62702252774848
608,57.20919282226073
609,57.501197252604925
610,57.02036826676166
611,61.9533830460566
612,63.286239223362934
613,64.75010860302707
614,54.28565158273277
615,56.758191701054294
616,57.78098995782243
617,59.97700948340151
618,59.251284190956504
619,57.178907443071985
620,53.23885831115349
621,54.046115119292544
622,54.89353625584235
623,55.32691544642293
624,63.62091680032228
625,65.27057332088162
626,67.36605348759845
627,67.49906140656213
628,66.00784034590392
629,66.7308013079653
630,67.97695965913647
631,67.15894557393457
632,63.86677373407615
633,61.99909905969494
634,61.88138284729634
635,61.60816714823771
636,59.423041969151946
637,56.59727545338462
638,51.183570890056025
639,53.16938980383835
640,52.476417559644176
641,55.325298213274856
642,55.00877823423254
643,56.73029663737566
644,56.56658982368121
645,48.79475620214484
646,51.29440728983966
647,54.076880113758435
648,52.46751975604039
649,47.942653329441455
650,49.32420196007936
651,51.20288050615512
652,50.535463839295375
653,51.318776887759604
654,51.95247377246436
655,50.73449601176061
656,58.35947924768249
657,69.48223802749571
658,70.45543252857104
659,70.49653983303021
660,75.45632839657144
661,77.80525210621099
662,74.39396582766503
663,74.35947040096673
664,77.05760219999203
665,80.08513710551415
666,77.29567738163495
667,74.74276118580825
668,79.76199726959355
669,79.12857020920075
670,77.72600754007996
671,84.24789020482213
672,79.44168867849355
673,86.51338602234541
674,86.44237315885188
675,95.64639039700063
676,95.09330127199128
677,87.30704636331158
678,75.72295555516465
679,76.77138946996975
680,79.59450284060537
681,75.29379906216239
682,73.86167197719844
683,74.72084999173386
684,75.61306993654517
685,73.3737083227898
686,71.09975448969523
687,73.39152645635185
688,74.7959497170919
689,64.54702963192146
690,67.0929364234576
691,67.60849329695066
692,58.74674885491125
693,58.11313873448481
694,55.068993927500365
695,52.39316377799097
696,45.07616305855214
697,55.70491404880778
698,62.035219969988376
699,67.35219374020669
700,71.9718417711831
701,68.80338428488484
702,66.90005174774676
703,65.98461620344007
704,68.41925380627829
705,67.89620824852162
706,65.34472063729038
707,64.7685012860532
708,74.42749585085842
709,78.76473728274132
710,80.58683135106287
711,76.92006480190588
712,77.06729839547663
713,78.89742455739581
714,87.3530848877156
715,83.94694233790003
716,90.33653554558543
717,88.28551771105943
718,79.46910865192545
719,74.28210349230584
720,67.14107899462638
721,65.36689541223011
722,65.37213622661118
723,65.39745494713891
724,65.31049567366392
725,69.29143513142405
726,68.20116106167518
727,73.53332218115618
728,73.2819016344559
729,63.50366158024872
730,57.15582937044745
731,55.30628104590458
732,62.21271940903263
733,66.62688981596173
734,64.76107462214836
735,59.85583659352354
736,62.34655238714686
737,56.431758690137855
738,58.31577936193416
739,57.39594601000133
740,58.071618524197916
741,66.40043413896471
742,62.20476021002527
743,62.8256724933755
744,65.8184458659725
745,68.39472805720867
746,61.630995383003906
747,62.87663440945684
748,59.54192610989087
749,61.89693529029249
750,60.317940164203435
751,60.50469520060344
752,61.72146628514394
753,60.060754294296125
754,56.13744996994974
755,56.01763774850112
756,53.43990987973275
757,55.07028070180249
758,54.934460283810395
759,58.7877676308289
760,61.23060236253138
761,66.79220201925871
762,58.828554031503664
763,58.331121053020645
764,57.412132895792084
765,57.824255591778694
766,56.33830364709971
767,56.328455950602425
768,58.028347124163716
769,59.939908005162685
770,57.625397452625144
771,59.76744773935526
772,64.07287756627188
773,63.20652956809142
774,61.17691228544616
775,64.44225055757568
776,68.92244352354604
777,71.24294762654436
778,74.20683540327225
779,82.2619345480891
780,76.60063378724593
781,79.40299705691474
782,77.07334205405435
783,77.51045471191199
784,78.90984988621241
785,79.78646004864189
786,77.9475389655039
787,78.49449771106572
788,78.47673286517494
789,79.40091720668315
790,76.98799360363807
791,77.29632691156608
792,76.11920454186922
793,74.9741935327468
794,76.74233044015831
795,73.97319727422709
796,70.32313670094261
797,66.04512548025535
798,69.80594763491416
799,62.40031966662751
800,57.74173356081445
801,59.009617117838886
802,67.36669199918512
803,63.503142024510495
804,62.02246199856406
805,61.20029129374577
806,62.85867682731807
807,63.48960528530861
808,63.26830168154889
809,63.35786059630631
810,72.40463874785506
811,70.63597038772055
812,70.15949043996235
813,69.17180364303202
814,64.59958220171045
815,68.80251630729357
816,71.83532752114805
817,77.91695278207587
818,78.3906514328559
819,74.06123004031267
820,78.91336705397858
821,78.57024319157088
822,77.9975416860241
823,67.35962686500932
824,70.52207305892306
825,71.53746177490177
826,78.22329427944128
827,77.7026510212218
828,78.17760991118041
829,80.0843291347564
830,81.88288823482381
831,69.76284135076837
832,70.88054164430207
833,70.64588202586616
834,71.84747387197288
835,76.37122811779626
836,72.06408966522245
837,69.47891737734811
838,62.336099783116616
839,62.20938430728302
840,59.51335643926444
841,55.419471128465126
842,53.38266804634612
843,56.28929973135403
844,53.95891734307667
845,53.84027090584139
846,52.58419050003248
847,47.21355392184382
848,47.52491332385185
849,44.141590992952175
850,42.24083728222737
851,43.47529106498584
852,43.83747063989009
853,43.048168164198735
854,43.5562417228716
855,43.01559849848194
856,40.025865767526724
857,38.76639846409438
858,38.04886858884172
859,37.47604516431316
860,38.67343791542273
861,42.76481844680879
862,41.691611132825585
863,41.766921278448
864,38.5398107345999
865,37.887944305628395
866,33.77402026566291
867,33.38441698143271
868,35.372938216303496
869,33.481884545975035
870,38.029113905862786
871,37.48856965049726
872,33.268977096214336
873,31.794936887855524
874,32.06839159982665
875,30.40380561085418
876,33.57148094101363
877,34.479337448530785
878,35.13739487783095
879,41.767992015466945
880,41.95663935621697
881,42.47777251571053
882,43.64276012522511
883,44.15432800398622
884,45.95692367414484
885,48.34516063794277
886,48.20702424643677
887,50.25996678821316
888,51.197379144851496
889,49.23951038817125
890,49.08956541433391
891,47.04024670036356
892,47.72418640401358
893,51.024214174846456
894,57.37223528751083
895,57.61190432207179
896,58.66868015747594
897,54.04594473177146
898,60.514650782370985
899,58.542952627177996
900,51.98357247239623
901,53.074193913535076
902,51.083156138375585
903,46.22974188478089
904,45.28757983434413
905,42.7219037954286
906,43.85287468165302
907,43.889253377379454
908,41.60542318907542
909,45.515125570415066
910,45.26620466178734
911,46.83664623661875
912,50.27176841498823
913,54.05006616866696
914,52.1544364563673
915,46.09677072039901
916,45.12551119694428
917,43.306120464207666
918,43.378888724942236
919,36.150993661206755
920,38.707706284078895
921,38.749851879400346
922,40.63205146014522
923,39.90404738514411
924,43.74168125807053
925,43.89223315598744
926,45.906430075914784
927,41.51441525401375
928,40.960590982642785
929,50.697664171128096
930,47.84238594362991
931,45.858254395101326
932,45.021579500173694
933,46.77413148343645
934,47.90864290657972
935,46.70178473296218
936,50.09507932009334
937,54.840250279458424
938,55.80005709844989
939,56.70586527003281
940,58.52827514007278
941,56.368574930925625
942,58.26434799365126
943,55.483599513357646
944,56.579133422580284
945,53.85420398844584
946,57.83763886335954
947,57.38076986539171
948,59.975317637622936
949,60.12319141481978
950,56.31204927214222
951,59.76343190125108
952,59.93062039942678
953,57.99319637205676
954,58.39145109695909
955,52.268394671562724
956,53.589723708772716
957,50.05845469587596
958,45.592030137790125
959,46.17137559298283
960,46.28232486316281
961,43.3067588902608
962,47.355645317487394
963,61.24876379297008
964,63.43211324953103
965,68.53218628804046
966,73.06658495846065
967,75.36573462746689
968,75.03917775140192
969,73.04228715055315
970,79.86639810976928
971,75.27371186408561
972,72.67586926987435
973,72.44068056794947
974,90.67938427810388
975,85.99070890221549
976,89.6390479270739
977,89.19402731739834
978,93.87417931271655
979,100.76234739117288
980,103.3076185471081
981,104.06254016293603
982,104.78270104135672
983,101.2063184115171
984,86.6115270812837
985,84.20617204745238
986,82.82866692612913
987,76.87375261085559
988,70.72294123371528
989,69.5655319222787
990,81.92282475955498
991,75.17722699530437
992,74.95459595312636
993,75.95154582389047
994,78.22001409533814
995,59.969957725943516
996,66.89841922846676
997,71.67117991600729
998,72.89818708704945
999,72.58664904815286
1000,71.15161006683869
1001,67.59626894563493
1002,67.15028651338673
1003,69.59374556501366
1004,71.33914227399443
1005,70.63308526922881
1006,72.93301814306781
1007,70.10320928196134
1008,72.89923593900369
1009,72.99104585293229
1010,72.96197433663026
1011,64.09158942241473
1012,64.58768634580584
1013,67.51109382579268
1014,63.75265284564907
1015,66.94088832780432
1016,69.12552698047449
1017,59.91472124425667
1018,63.48534973774045
1019,61.55527511656707
1020,57.67039712432258
1021,52.514218402497754
1022,55.0416948347482
1023,56.670939641470696
1024,54.7816841447987
1025,52.16905581080668
1026,52.39466827008726
1027,50.26950314565109
1028,49.26967819835008
1029,48.81630045769932
1030,56.118530860750646
1031,58.22670878890571
1032,55.169861578324735
1033,57.535792378787185
1034,59.32413930399626
1035,59.30692053466504
1036,55.73475018811945
1037,58.165709548444696
1038,57.47364940018877
1039,48.04452358545954
1040,50.85778517944906
1041,60.58034347903187
1042,62.88112994356178
1043,70.93025913332335
1044,71.95177166698548
1045,70.19109268987144
1046,70.10965966751439
1047,71.90733746557187
1048,74.66216679900074
1049,82.59017456349893
1050,83.47805359434982
1051,77.36252205609132
1052,79.56792153884842
1053,78.97679676923191
1054,75.98657812832363
1055,71.88200848684873
1056,72.91530059925222
1057,71.80939409233058
1058,68.1692233524768
1059,71.31344382238491
1060,69.91496602970324
1061,71.656062963325
1062,61.34500679625363
1063,59.12448462132646
1064,49.29046648793961
1065,45.02716913028775
1066,46.00060358549406
1067,46.70356959098696
1068,44.4649903283534
1069,46.708029195980394
1070,40.05779687577488
1071,37.87547871883936
1072,38.26223259960822
1073,34.722203960265404
1074,36.668690343608745
1075,37.59133661322734
1076,39.96158472209463
1077,41.17532356688955
1078,40.90123547729571
1079,40.492467826819414
1080,38.66589375098678
1081,39.13795934712552
1082,33.90692897161067
1083,34.72157985439451
1084,35.33123800998278
1085,34.12354697899862
1086,34.43611972090697
1087,34.72787324808911
1088,38.84984564497547
1089,39.027538630954346
1090,36.46113100371132
1091,34.45999109452052
1092,34.94982732000181
1093,33.08795389222041
1094,33.63669525799359
1095,35.153003659658374
1096,39.64910733114929
1097,37.257430737679115
1098,39.332217420381276
1099,42.039046374680666
1100,42.56374158977886
1101,40.94907866048949
1102,41.673498753699775
1103,43.87242015717753
1104,43.570040370584245
1105,42.788280271374504
1106,42.94654520538685
1107,45.67085971470057
1108,48.67679644424337
1109,44.841507265009795
1110,44.8626435638246
1111,45.99934766193977
1112,46.07053537270955
1113,44.76152828446208
1114,47.172554406403854
1115,45.622626446757735
1116,41.89475387479897
1117,36.17485734697016
1118,36.94157488649946
1119,34.571784307577616
1120,40.61073535184933
1121,40.50109283233153
1122,40.65167837560638
1123,40.39462112932311
1124,45.28199787166467
1125,45.12350257413457
1126,44.9406778559532
1127,46.13842877757867
1128,43.519716243084225
1129,41.52789581717785
1130,40.920465054412524
1131,40.480878940865516
1132,37.25263622784244
1133,38.563126552395254
1134,38.38725002132087
1135,37.80631481947252
1136,37.881458287448
1137,37.56717258407624
1138,37.73704668915444
1139,36.021097258144664
1140,37.61170204128486
1141,28.364039293473418
1142,28.648671763054555
1143,32.454100868022664
1144,31.98856035808968
1145,25.63479418704502
1146,31.118047208439574
1147,32.50294690021685
1148,31.47843393613391
1149,31.615833608662474
1150,32.205441186187116
1151,33.52387304412328
1152,36.09819409884381
1153,37.0948532410633
1154,37.3575015887826
1155,37.65724337825469
1156,43.21118701838438
1157,46.1543269967554
1158,49.56207916112269
1159,49.96095507180373
1160,50.03176751799109
1161,46.53018884271268
1162,54.35484600086023
1163,58.011593644026505
1164,54.31690977973296
1165,52.873406925893654
1166,54.85387394885496
1167,50.335707790446385
1168,55.1710588593812
1169,55.82614176806079
1170,56.4316972306304
1171,57.5678863369831
1172,60.420155230885925
1173,57.65468461608608
1174,56.46373794768746
1175,58.954603778235274
1176,59.05952961213337
1177,53.363814440143805
1178,50.03234937571312
1179,49.21265448431979
1180,51.097275120844564
1181,50.587502761508546
1182,51.17910804993388
1183,44.35523835480959
1184,41.09153929135735
1185,41.337994430267095
1186,45.45025301289586
1187,47.28164039196624
1188,47.462720864582984
1189,43.75779912202683
1190,44.110342763842766
1191,47.01762139392421
1192,45.34212427626446
1193,44.80190727610416
1194,47.99778241068407
1195,54.8726080699788
1196,57.21928254628754
1197,62.792352809345545
1198,60.942128659233745
1199,60.8248275606312
1200,60.74524517818087
1201,58.99493598628652
1202,61.751711579964976
1203,64.84736289989311
1204,63.114178921631094
1205,62.24574967774775
1206,65.36059684735514
1207,60.72877839906961
1208,57.11165733065712
1209,63.780160632183566
1210,61.677517024579586
1211,63.31839291943728
1212,63.658710547922524
1213,64.03596312107912
1214,63.203628004954105
1215,60.69130258050626
1216,57.05827807854309
1217,51.92187494052713
1218,47.35069766224733
1219,48.95671016834407
1220,56.48114786018197
1221,57.381897595027894
1222,58.312161690032454
1223,55.093349427090025
1224,52.68467813091899
1225,53.55311543550257
1226,53.30886003680511
1227,51.61695312908364
1228,61.045716454681184
1229,63.25455269573782
1230,56.2695900569512
1231,56.337190303370065
1232,57.20267541472045
1233,60.92065205236947
1234,60.58542014592486
1235,61.91651595151726
1236,62.58323987409923
1237,67.49059058256051
1238,68.46169375149003
1239,67.82671079678387
1240,68.6173120668084
1241,62.641257736199684
1242,61.741350856421896
1243,64.02155082744845
1244,72.17628322649759
1245,73.41590208379783
1246,73.26520005911382
1247,73.50795890661774
1248,71.87501182924117
1249,65.80003917151086
1250,64.11318211446299
1251,69.150842226313
1252,69.35594266018127
1253,66.25446870900065
1254,59.57292672289993
1255,61.26431234224718
1256,57.76779275279472
1257,58.208059588697694
1258,49.80561035107276
1259,48.85116587907421
1260,61.527417175451916
1261,60.14470346559727
1262,59.73547070867634
1263,60.557784492374715
1264,57.29328127945874
1265,49.564534404980385
1266,53.71122065639478
1267,53.3042292686872
1268,55.42927590318302
1269,56.688175363938726
1270,55.01368049520556
1271,54.57067043404376
1272,50.39436316006385
1273,51.02242175125524
1274,52.78172169882779
1275,52.0466192278145
1276,50.995342168376446
1277,57.11182857033152
1278,57.938645216110025
1279,61.85982229785863
1280,69.47887593418098
1281,56.894718504214715
1282,55.99327530251741
1283,55.57961301144953
1284,55.13046401478242
1285,64.03517502231402
1286,64.49577108822807
1287,59.68786111960801
1288,62.47126086655751
1289,59.86309760109924
1290,70.15275579333291
1291,73.1638514922139
1292,74.15790161695398
1293,74.18583563156483
1294,73.5266120419029
1295,76.56869084482663
1296,79.72398627476692
1297,77.75978252333823
1298,75.29162654071554
1299,73.57408601866544
1300,70.86516359046047
1301,62.44555145186356
1302,62.09452096695901
1303,64.79591389148416
1304,64.99935256313195
1305,62.3056332194742
1306,57.91024685590411
1307,58.90728325276147
1308,57.8705752589632
1309,55.50522626471727
1310,57.06900836686937
1311,45.046456442216474
1312,40.37511256344533
1313,38.48911369261613
1314,41.65649275801407
1315,42.52722525952182
1316,37.88675212389309
1317,40.13497936229007
1318,43.890448248810145
1319,42.52565437196027
1320,43.50509522964779
1321,48.75681943508359
1322,48.084853633318254
1323,52.620577143338465
1324,51.21863323962822
1325,54.9617421014113
1326,56.4806565059311
1327,51.45113045412776
1328,51.53887418132879
1329,53.32550550455721
1330,52.69695601459715
1331,51.31564657139866
1332,51.81970873659729
1333,55.2505304557786
1334,55.440273847021096
1335,51.65732819239237
1336,49.964897252790536
1337,50.03661966626697
1338,47.351053992104056
1339,46.919063532369286
1340,43.92528170635932
1341,44.95022938989419
1342,39.44354039272968
1343,41.66048306655352
1344,36.35905153911124
1345,35.22113992551461
1346,34.08969854797326
1347,32.68631487436494
1348,35.13761432762562
1349,34.23921097663654
1350,32.793175134398
1351,37.61675266016304
1352,37.83272120728316
1353,42.01828431487992
1354,47.46350410286717
1355,52.13099891829157
1356,55.373913089085924
1357,57.722024825380814
1358,58.23364069749788
1359,57.52679961141166
1360,54.12317345458115
1361,56.83961262135648
