episode,reward,avg_reward
1,3.1999046836139993,3.1999046836139993
2,5.870558159522483,4.535231421568241
3,70.71865634289975,26.596373062012077
4,15.585552348222608,23.84366788356471
5,25.187762609389445,24.112486828729658
6,135.79654857728332,42.72649712015527
7,14.079312225762306,38.63404213524199
8,28.62175257372548,37.382505940052425
9,112.18168193885212,45.69352549547462
10,77.98892170811904,48.92306511673906
11,11.334851253645828,45.505954765548765
12,1.1992385042068998,41.813728410436944
13,22.906193772041167,40.35930266902188
14,95.26822686998318,44.281368683376265
15,8.041293406448437,41.865363664914405
16,72.35295670912654,43.77083823017766
17,15.554343960135247,42.11104444958693
18,73.05094909841755,43.82992804118863
19,117.34200332566591,47.69898463510849
20,42.954208347775506,47.46174582074184
21,3.1950213508430343,45.35380656027047
22,4.5639939521617965,43.4997241689928
23,19.826856800534884,42.47046906601637
24,18.009043454203795,41.45124299885751
25,137.6303836328196,45.29840862421599
26,59.38538169224663,45.84021528067871
27,2.141731995300301,44.2217529367758
28,214.48058901395314,50.30242565381785
29,13.719855259323477,49.040957709180105
30,195.8697633181056,53.93525122947763
31,6.315316041705412,52.39912428793659
32,16.826612906367295,51.28748330726255
33,46.24246323801358,51.1346039112247
34,26.513186809665907,50.41044458470827
35,57.936663945205844,50.62547942357963
36,0.3051482536448664,49.22769244663699
37,19.11919785626082,48.4139493495998
38,8.796720174390911,47.3713906870943
39,90.70170044456172,48.482424270619106
40,8.701806141275242,47.48790881738552
41,22.11104306482234,46.86896087220105
42,0.20001167654475083,45.75779541516162
43,17.962955581902907,45.11140379113234
44,65.62819302055624,45.57769445543743
45,13.708457897269186,44.86948919858924
46,64.62709074511822,45.2990022756877
47,-2.7615939308854407,44.2764363989521
48,36.12155473539044,44.106543030961234
49,13.212504328766952,43.476052445202164
50,39.750102355805545,43.40153344341424
51,138.55310020764372,45.26725043879129
52,44.54932103848771,45.25344410417006
53,24.04856421159572,44.85335203072526
54,29.35516545397743,44.5663485756003
55,68.25946971125339,44.99713259624854
56,20.73881294810344,44.56394831681738
57,31.3815827114483,44.332678744793355
58,105.04548961656249,45.379451346030756
59,227.03642557341215,48.45838311259654
60,94.494530592492,49.225652237261464
61,4.291013344147164,48.48901881278419
62,13.117671707611855,47.91851321431366
63,59.933822586696685,48.1092324107007
64,58.824858447287404,48.27666406752236
65,7.576690177610871,47.65051062306219
66,36.788745581722026,47.485938425466124
67,265.72932395285244,50.743302388561446
68,17.636383838858798,50.25643593930111
69,62.50329856787429,50.433926702034064
70,2.994807964534758,49.75622500578407
71,53.80038998554927,49.81318507592161
72,34.1765759375413,49.59600994899965
73,5.219742807362524,48.98811587856626
74,21.654883340251022,48.61874787129174
75,69.65090579517468,48.899176643610176
76,80.25413392495254,49.31174187099626
77,148.83635492077008,50.604269313201115
78,35.41610638621146,50.40954927567561
79,22.98124065175172,50.06235549562594
80,30.844835863626454,49.82213650022594
81,6.550235504278705,49.28791550027597
82,4.210205711552328,48.7381873321208
83,12.75742135045168,48.304684127522385
84,61.35901881584668,48.46009287381196
85,69.13611975783171,48.70334024891808
86,218.61319891639585,50.67903627993526
87,63.745912637155804,50.82923026105274
88,53.209764893874954,50.85628179097117
89,26.164329604526177,50.57884412595493
90,36.77365979792397,50.4254531889768
91,23.75755864592425,50.13239940278942
92,12.650807931532713,49.724990799840974
93,59.88466625205713,49.83423462190781
94,148.1335526801009,50.87997204805881
95,14.644009150912076,50.49854085966779
96,5.6722973145890965,50.03160082273988
97,128.09126133689895,50.836339590927096
98,0.10514825364486646,50.31867437319973
99,233.59606598089132,52.16996115711581
100,86.79607114277341,52.51622225697238
101,59.39838858544586,52.584362517650334
102,60.931409118895495,53.15596157146499
103,1.361594155955765,53.1113183635089
104,3.6691758337206837,52.44746212084376
105,61.956526895494214,52.90658068071773
106,89.25865473390772,53.540945949277315
107,71.20550226773447,52.901430639281784
108,7.849022783170042,52.83974460519672
109,19.269863038242537,52.74715163949886
110,85.3502516419082,52.481493913786544
111,26.422307876139683,51.97093338079665
112,118.43191115922727,53.0313003105549
113,35.54001617771278,53.37130801029258
114,40.066345764023154,53.54121050526269
115,52.42552927713661,53.11702538058105
116,81.4770467585195,53.84411204743323
117,9.388316587108822,53.220699768997406
118,5.8617971328274034,53.12473395882605
119,164.12668085975562,54.026473877255135
120,30.455567854637746,53.16621213991822
121,22.773301475793144,52.96640118078968
122,12.931992334259554,53.062806834090836
123,43.74504202111855,53.45073800309041
124,55.53697702682649,53.80430354988537
125,40.985409028687165,54.03179231794956
126,34.84306091034306,53.01409605337059
127,40.145982605348664,52.823606953500324
128,82.64159486745956,53.62063529876921
129,36.436595351106504,51.857823480325195
130,50.385609196493654,52.22085074702985
131,18.613072680928415,50.465834008047906
132,133.90850761545417,51.729132934520656
133,106.37964474229942,52.61579661606454
134,114.42150798166782,53.290836663031406
135,41.06794609985584,53.434943190657066
136,80.84828070488466,53.66179088134695
137,77.84908823163963,54.4295526633073
138,213.1761809107522,56.350908931173535
139,29.741937604306774,56.55828732156876
140,117.24633321079553,56.82110546776909
141,148.66632596060407,58.206892792712935
142,20.930876834897088,58.19520797855525
143,46.60352848537083,58.65464873903868
144,8.061668444057664,58.55661619311942
145,19.136063297642167,58.09629807705096
146,96.298308603975,58.914019371176764
147,195.56323097943564,60.210416799239304
148,79.27187119433229,61.02262932523156
149,185.4260888398542,62.500892039137156
150,24.44086716190131,62.6120639483761
151,25.655280898598374,62.472511260680974
152,46.129217835788324,61.557423316405185
153,27.569086859830218,61.38930218592342
154,27.542620978627433,61.42389680737918
155,45.057075722762676,61.57936126548597
156,24.355245330056892,61.144665974583035
157,183.08871929059407,62.75209078985522
158,36.2150347039314,62.79994675017683
159,30.981500697736177,62.06663992919837
160,7.619507887687453,59.894195199636734
161,141.19390237556163,60.35656521729087
162,72.03064067317581,61.02725459678621
163,20.64567188084019,61.10178925196669
164,73.68668679966571,61.23795622437234
165,24.558485008884436,60.89868520022972
166,134.58316631231537,62.15617506294957
167,15.098444152844408,61.941419603257714
168,21.701513637240577,59.525302669439775
169,114.32219082717612,60.48258788714588
170,106.80904356982133,60.92125862973942
171,58.87784621950579,61.47455603820448
172,72.86766461597814,61.66334093553546
173,41.76581031743254,61.73848186998984
174,34.78845031498966,62.031241350263365
175,116.90126721477188,62.974274853971494
176,36.304726206482414,62.64411466002404
177,1.564027580075817,61.86500469621339
178,29.612514458200593,60.68457063222754
179,61.328548631871755,60.94112946634299
180,15.278383465062065,60.864863553603485
181,17.980590351111264,60.737494786152844
182,32.71959233494602,60.99659732903075
183,61.90533732121249,61.56783625585906
184,97.05004003609669,62.40241663888526
185,33.70811187831192,62.128645283068074
186,172.0072483686762,63.14717130891802
187,147.65379096911929,62.44460291340043
188,17.766306217407774,61.989359285482145
189,22.123233927207494,61.681571850168595
190,214.38502911923348,63.545143132492434
191,144.59515842008742,64.61268272281089
192,7.86848832446195,64.45536519487563
193,107.30238801596741,65.39250955214725
194,188.83329014632253,66.66922860060531
195,104.73360410946047,66.23952613950986
196,148.851735852519,67.5683155127931
197,74.37640404514018,68.2485541932936
198,107.62270143044663,68.04589518431884
199,53.65714685026995,68.5761129922062
200,39.0566622791597,66.64998028228807
201,82.27075246451705,66.60517514685979
202,18.725240785958242,66.2024707132015
203,46.02038206836229,66.0548367820081
204,20.09882953832534,66.24035396401175
205,9.135858864791633,66.29447953857681
206,127.43650693994819,66.94279617268032
207,17.584208634570494,66.23314819149876
208,34.279389265132295,65.86754311226507
209,34.69316177857293,66.13332666667502
210,224.37388338942378,68.16405954143919
211,111.78131829490516,68.42575327067678
212,66.30706579779857,68.82065186396053
213,72.2203902005959,68.36311205248893
214,224.42045240886696,70.23321538151026
215,93.20209701391687,70.7593119285389
216,124.71424256531658,71.47504176307534
217,8.595117776673636,70.75343850582935
218,61.564250537587455,71.27003191127963
219,79.37428958125261,71.99787837116503
220,78.49380474384304,71.15002811259163
221,32.58267746490864,71.17108860378244
222,19.772813626231024,71.14138080329172
223,56.11571052342883,71.56894236952112
224,20.4183117165212,71.33798464373302
225,30.43716474151015,71.0894716508091
226,30.143564281910518,70.98212665331627
227,64.70772573192949,71.27781640402505
228,6.099951697531029,70.94072698909615
229,125.11526564186684,71.36125838290218
230,130.02499987213864,72.28787624944704
231,9.687231950224472,71.88492201928597
232,120.51269228136967,72.8938291440428
233,407.45613224321545,75.60222146708995
234,77.32958386493311,75.31459710196751
235,50.82093615732245,74.68488847004329
