train_improvements,validation_improvements
-2.3574,-17.055555555555557
0.7025,-0.9444444444444444
2.0726,-4.277777777777778
2.0883,-10.944444444444445
2.29532,-2.111111111111111
2.4038333333333335,-3.0555555555555554
2.448514285714286,-4.0
2.596225,-2.2777777777777777
2.7008888888888887,-5.388888888888889
2.76104,-4.666666666666667
