train_improvements,validation_improvements
-7.956,-3.3333333333333335
-3.6537,4.666666666666667
-1.5958666666666668,4.388888888888889
-0.966,1.8333333333333333
-0.81156,4.5
-0.6677333333333333,4.777777777777778
-0.731,4.777777777777778
-0.682225,4.666666666666667
-0.7350444444444444,4.777777777777778
-0.6292,4.777777777777778
