train_improvements,validation_improvements
-6.7208,-3.5555555555555554
-3.0884,-0.7222222222222222
-1.191,-0.2777777777777778
-0.5019,-1.5555555555555556
-0.51812,-2.5
-0.2833,-0.9444444444444444
-0.36911428571428573,0.16666666666666666
-0.0361,0.2777777777777778
0.36391111111111113,5.277777777777778
0.60274,-1.0
