episode,reward,avg_reward
1,70.7334733548451,70.7334733548451
2,32.36705257275755,51.55026296380133
3,237.53364246556947,113.54472279772403
4,61.50073202371934,100.53372510422287
5,139.5681611228557,108.34061230794944
6,65.9519807918889,101.27584038860601
7,78.64504169554496,98.04286914674014
8,0.6948517158951746,85.87436696788453
9,55.80335215250074,82.53314309950855
10,24.974692163107328,76.77729800586843
11,42.53491287576047,73.66435390313134
12,41.38278551829766,70.9742232043952
13,40.4669951305794,68.62751335256323
14,106.06205337495867,71.3014090684486
15,52.72229994246989,70.06280179338336
16,22.627526223796657,67.09809707028418
17,60.595595742458336,66.71559699217677
18,41.88960409980941,65.33637516482304
19,13.690316189618548,62.61816153454911
20,84.60341755992908,63.71742433581811
21,8.11816300446904,61.06984046289673
22,22.069097589585255,59.297079423200756
23,2.0691758337206836,56.80890970191901
24,21.53152808971498,55.33901880141051
25,87.52075665436342,56.626288315528626
26,2.0917625517962968,54.52880655538508
27,20.52725366862339,53.26948978180131
28,28.8554135740028,52.39755848866565
29,157.00560979051423,56.004732671488014
30,67.84678482951693,56.39946774342231
31,8.648164416766756,54.85910311998182
32,5.008462116551728,53.30127058862462
33,-0.9999999999999999,51.65577754048448
34,69.12088000349843,52.169457024690765
35,3.503313862906861,50.778995791496946
36,20.173471080493467,49.928842327302405
37,80.08955228510979,50.74399665048638
38,11.490720290223024,49.71101569363734
39,105.30591240133073,51.13652586562949
40,80.83178812511505,51.878907422116626
41,68.11936400343421,52.27501611922194
42,45.67290985371255,52.11782311290029
43,63.27287304310232,52.37724287871894
44,31.215031919787243,51.89628353874321
45,14.245437820546423,51.059598078338844
46,3.632118365907379,50.028565910677294
47,27.116241460700163,49.54106964578416
48,8.50385088702262,48.686127588309965
49,47.370413134005965,48.659276272916
50,221.3808489047211,52.1137077255521
51,10.943324584761244,51.30644531102679
52,5.528203879296137,50.42609451426274
53,23.496340905845912,49.91798595561337
54,0.161627558799461,48.996571911227925
55,36.79088989115241,48.77465041995382
56,22.428508210020507,48.30418359477644
57,7.81945904302402,47.5939252693071
58,79.9701191822954,48.15213550918621
59,84.93901925203404,48.775642013302274
60,37.89681298127498,48.59432819610183
61,29.495451266677513,48.28123185299651
62,14.756232039764432,47.74050604955729
63,8.616752483736642,47.119494088195054
64,28.31823814752153,46.82572446412202
65,38.76330560343572,46.70168725088069
66,106.70428820877471,47.61081756842454
67,282.5047436501324,51.11669706218137
68,60.47934673016874,51.2543830867106
69,15.120295835251774,50.730700662776414
70,2.1948079645347582,50.03733076708725
71,29.619701954269594,49.749758530287004
72,3.789438807112528,49.11142075635402
73,10.600342367827247,48.58387173733311
74,44.194446865884466,48.52455518501623
75,6.015562185439078,47.95776861168854
76,2.9639941772321206,47.36574526386674
77,43.48851779848201,47.31539166042019
78,21.336419613724594,46.98232791623178
79,18.901373458533236,46.62687279651408
80,31.33198100595273,46.43568664913207
81,6.232532713535568,45.939351415359276
82,37.34734142345674,45.83457080570193
83,34.11279279134402,45.69334456456508
84,46.007378588043764,45.69708306484459
85,44.92671352343166,45.688019893769145
86,48.472744383689246,45.7204004110938
87,10.710909563483295,45.31799247031666
88,40.701381622146656,45.26553098340564
89,28.320024766396777,45.075132037147114
90,17.212545961714806,44.76554774742009
91,52.73944707756038,44.85317301478427
92,25.27681649325953,44.640386530854656
93,102.25699403663916,45.25991994489535
94,14.924839253188384,44.937206320515486
95,27.15088486746093,44.749981884167546
96,12.768104293830357,44.416837325934864
97,65.85515140669442,44.637850873159195
98,7.5110072263787275,44.2590055298247
99,60.87374057264933,44.42683113631788
100,178.16829571925882,45.76424578214729
101,19.442086026445597,45.50363033902153
102,120.24695153078528,45.99386279620905
103,15.845494881326907,45.830283017085975
104,3.1506418782272476,43.50965924889446
105,8.840026314278406,42.98826612305842
106,17.070391103313273,41.77541691494414
107,65.22163721991593,41.76818579046916
108,12.152688277616935,41.109845657618386
109,33.9189458124905,41.43879708431734
110,152.92238764086116,42.400371693112994
111,21.50162402357582,42.36598487985031
112,20.422068523456833,42.147045826857195
113,4.392561951037184,41.780805989557585
114,8.641293406448437,41.46570003189292
115,134.1401849584802,41.74370133470007
116,6.921402498354155,41.29022710258012
117,2.4667090067569353,41.090615050926246
118,197.14678646827687,42.4426070383106
119,17.376016526369327,42.19989825045476
120,35.818370163752704,42.41898789376302
121,36.24912724116545,41.94023254407229
122,15.246611264581203,42.010811239716965
