episode,reward,avg_reward
1,13.895701759245922,13.895701759245922
2,18.005985040715856,15.95084339998089
3,5.725588108117561,12.54242496935978
4,160.95504705363734,49.64558049042917
5,69.39970717691335,53.596405827726
6,49.46194603784348,52.90732919607891
7,3.173228596302861,45.802457681825196
8,16.31877494374274,42.11699733956489
9,3.936495015088073,37.87471930351191
10,8.38846323887138,34.92609369704786
11,30.07204114963599,34.48481619273769
12,33.702185735525575,34.41959698797002
13,18.088701879553586,33.1633742873226
14,70.15211424214046,35.805427141238155
15,90.0038027492474,39.41865218177211
16,126.26135844451387,44.846321323193465
17,15.492420286147196,43.11962126219074
18,8.265519340593876,41.18328226654647
19,35.30043846134261,40.87365890837785
20,23.760514431262592,40.01800168452208
21,46.93831214184,40.3475402777277
22,7.94502426859699,38.87469864094903
23,4.633203413796501,37.38593797889892
24,43.1536017441989,37.62625730245309
25,11.474482301606436,36.58018630241922
26,52.9720406884198,37.210642240342324
27,9.21646513535892,36.17382086608368
28,189.88363702282967,41.66345715739603
29,67.66796973577665,42.56016448768502
30,103.81811678378838,44.60209623088847
31,13.05274681930345,43.58437528212766
32,41.95633196819602,43.5334989285673
33,84.75369788463789,44.78259586663004
34,66.8076526233615,45.43039165359273
35,33.45414356949955,45.08821313690436
36,46.32213758734264,45.1224888160832
37,61.53347238948445,45.56602891266161
38,88.15909444474313,46.6868990582427
39,39.57692899509173,46.504592133546524
40,221.3926133370995,50.87679266363534
41,18.17637288565748,50.07922144953832
42,6.121437050410056,49.032607535273364
43,43.503758732537804,48.904029656139976
44,118.8204953895319,50.49304024098979
45,20.973830356144262,49.83705779910434
46,132.5417331821625,51.634985524822994
47,32.21303947053257,51.22175263005086
48,90.73511269736086,52.04494763145315
49,12.259027274192395,51.23299007314171
50,34.09335708205007,50.890197413319875
51,15.694972834789562,50.200094970603594
52,20.69074477110539,49.63260746676709
53,8.791783967653084,48.86202589131211
54,65.58680976581502,49.17174411121031
55,82.4097253579711,49.7760710429696
56,20.381393520909032,49.251166087218515
57,45.90013202794656,49.19237601600322
58,265.9682346147668,52.929890819430184
59,49.40650973828581,52.870172496020956
60,78.59846078603634,53.298977300854546
61,36.11565361567451,53.01728346994996
62,36.98540152721305,52.75870472893807
63,105.80293455025536,53.600676630863745
64,75.31850800322066,53.94001774605681
65,9.838538809644222,53.26153345472739
66,53.50974826312501,53.26529428515766
67,3.9685903436837413,52.52952258453865
68,131.6060323924681,53.69241243465525
69,34.148720099693016,53.40917051675725
70,74.99545457322087,53.71754600327816
71,175.43305642989975,55.43184896703339
72,97.09420061731826,56.01049273995401
73,-0.3999877116507955,55.237746432397785
74,44.62353627686058,55.09431116002566
75,34.73519556843598,54.82285628547113
76,47.03528831149414,54.720388285813534
77,155.46820336354193,56.02880146864118
78,2.3231549090678336,55.340267538390236
79,15.530901876651162,54.83635151735557
80,1.1051482536448665,54.164711476559184
81,64.87338316546958,54.29691729987907
82,48.31157322186383,54.22392529892766
83,46.23022420709896,54.12761564721889
84,69.10148988483677,54.30587605480958
85,7.516341953331841,53.755410947733374
86,12.989945139065235,53.281393903446535
87,132.46171985201826,54.19151259251058
88,37.3896721402368,54.000582587371085
89,75.50102128438787,54.242160550258916
90,66.59489470479963,54.37941315197604
91,111.80067517511486,55.01041603135119
92,60.117037645783654,55.06592278802981
93,72.71903688645642,55.255741219195684
94,84.8026660119486,55.57007020635263
95,155.21875350793005,56.61900371479029
96,11.084772213040685,56.14468880331373
97,25.406710218049984,55.82780242614606
98,38.251759973883196,55.64845505418419
99,24.816233752782836,55.33701847538216
100,22.477389193784358,55.008422182566186
101,74.26382774091044,55.19906976235177
102,12.470143902142688,55.18495532812303
103,34.661200504117,55.34985845152304
104,23.616960333573488,55.527000750784985
105,4.786276713262053,53.98077530187037
106,27.159179214445377,53.56255225273702
107,11.244944753603965,53.184166101407925
108,35.35288467557459,53.50277655763833
109,270.6598855896233,56.02100537591437
110,56.556761187877505,56.54199811029843
111,40.831570842425016,56.86321699746234
112,13.856834909287976,56.70267040102325
113,120.25892367041175,57.55966780631915
114,186.98625377962452,59.231920795428756
115,33.06436531828521,58.8647153605391
116,108.14363281098555,59.0443176383781
117,22.075485253094357,58.012774339453145
118,30.69191758849928,58.16326441175366
119,35.59589153744953,58.43386215627698
120,38.659225539887125,58.46711747388634
