train_improvements,validation_improvements
-2.0974,-9.38888888888889
1.2025,3.7777777777777777
2.4608666666666665,3.388888888888889
3.03305,3.5555555555555554
3.41936,-1.1111111111111112
3.4937,-2.0555555555555554
3.5122857142857145,-1.7777777777777777
3.489775,-1.8333333333333333
3.570666666666667,-2.5
3.67958,-3.611111111111111
